gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
CEP120	chr5	123344890	123423592	123423542	123423592	-	0.480354601609745
FBXO4	chr5	41925254	41941743	41925253	41925303	+	0.672496442253643
GRIA1	chr5	153489615	153813869	153492171	153492221	+	0.0
CAST	chr5	96525267	96779595	96702805	96702855	+	281.583867463633
PCDHGA11	chr5	141421047	141512975	141421046	141421096	+	7.397460864790079
AP3S1	chr5	115841592	115914081	115895086	115895136	+	0.0
PPP1R2B	chr5	156850295	156852528	156850562	156850612	+	0.0
CDK7	chr5	69234793	69277413	69234872	69234922	+	119.127941199217
SEPTIN8	chr5	132750819	132807241	132777211	132777261	-	0.96070920321949
DPYSL3	chr5	147390808	147510068	147454216	147454266	-	8.26209914768762
DAP	chr5	10679230	10761234	10761149	10761199	-	0.480354601609745
TPPP	chr5	659862	693352	693345	693395	-	0.0
GPX3	chr5	151020591	151028988	151020588	151020638	+	17.5809784189167
MCC	chr5	113022099	113488823	113488780	113488830	-	0.0
UIMC1	chr5	176905005	177022633	177022583	177022633	-	2.6899857690145703
IL9	chr5	135892246	135895841	135895777	135895827	-	0.0
EDIL3	chr5	83940554	84384880	84078778	84078828	-	0.0
SLIT3	chr5	168661733	169301139	169300696	169300746	-	0.0
NOP16	chr5	176383946	176388927	176388548	176388598	-	101.354820939656
ADGRV1	chr5	90529344	91164437	90672553	90672603	+	0.288212760965847
DDX46	chr5	134758771	134855133	134782069	134782086	+	0.288212760965847
SEC24A	chr5	134648785	134727909	134648788	134648838	+	94.14950191551
ADAMTS16	chr5	5140330	5320304	5235036	5235086	+	0.0
PFDN1	chr5	140245035	140303113	140281485	140281535	-	0.0
GMCL2	chr5	178184505	178187371	178187249	178187299	-	0.0
ETF1	chr5	138506095	138543236	138541636	138541686	-	0.0
NR3C1	chr5	143277931	143435512	143434722	143434772	-	0.0
MTMR12	chr5	32226994	32312987	32312937	32312987	-	69.3151690122862
ISL1	chr5	51383448	51394730	51383671	51383699	+	0.0
UNC5A	chr5	176810519	176880898	176810476	176810526	+	0.096070920321949
NDST1	chr5	150485818	150558211	150485817	150485867	+	15.083134490546
THOC3	chr5	175917873	176034680	175961363	175961413	-	0.0
MATR3	chr5	139293674	139331677	139315750	139315800	+	0.0
STARD4	chr5	111496033	111512590	111512512	111512562	-	122.106139729197
ATOX1	chr5	151742316	151772532	151758606	151758656	-	74.8872823909593
JADE2	chr5	134524312	134583230	134526636	134526686	+	0.288212760965847
GPR151	chr5	146513144	146516190	146516140	146516190	-	0.0
FAXDC2	chr5	154818492	154859252	154850563	154850613	-	31.799474626565104
TRIM23	chr5	65589690	65625975	65625925	65625975	-	0.0
