fold	val_chr	overall_spearman	chr	mean_spearman
1	chr2,chr7,chr12,chr17,chr22	0.7348345546537126	chr10	0.7420998586762553
1	chr2,chr7,chr12,chr17,chr22	0.7348345546537126	chr11	0.7827728850099916
1	chr2,chr7,chr12,chr17,chr22	0.7348345546537126	chr12	0.7377130544229349
1	chr2,chr7,chr12,chr17,chr22	0.7348345546537126	chr13	0.6811040029873496
1	chr2,chr7,chr12,chr17,chr22	0.7348345546537126	chr14	0.7434186637166226
1	chr2,chr7,chr12,chr17,chr22	0.7348345546537126	chr15	0.7566549331878563
1	chr2,chr7,chr12,chr17,chr22	0.7348345546537126	chr16	0.7438430015172922
1	chr2,chr7,chr12,chr17,chr22	0.7348345546537126	chr17	0.7325257291110192
1	chr2,chr7,chr12,chr17,chr22	0.7348345546537126	chr18	0.7666066477977921
1	chr2,chr7,chr12,chr17,chr22	0.7348345546537126	chr19	0.7125417600069924
1	chr2,chr7,chr12,chr17,chr22	0.7348345546537126	chr2	0.7254830769255884
1	chr2,chr7,chr12,chr17,chr22	0.7348345546537126	chr20	0.7473390342112427
1	chr2,chr7,chr12,chr17,chr22	0.7348345546537126	chr21	0.7397527459723222
1	chr2,chr7,chr12,chr17,chr22	0.7348345546537126	chr22	0.7318923217761132
1	chr2,chr7,chr12,chr17,chr22	0.7348345546537126	chr3	0.7602756783888457
1	chr2,chr7,chr12,chr17,chr22	0.7348345546537126	chr4	0.7522708396161873
1	chr2,chr7,chr12,chr17,chr22	0.7348345546537126	chr5	0.7606967695031832
1	chr2,chr7,chr12,chr17,chr22	0.7348345546537126	chr6	0.7400509371946447
1	chr2,chr7,chr12,chr17,chr22	0.7348345546537126	chr7	0.7453948193024523
1	chr2,chr7,chr12,chr17,chr22	0.7348345546537126	chr8	0.7602297260608595
1	chr2,chr7,chr12,chr17,chr22	0.7348345546537126	chr9	0.7233652449676662
2	chr3,chr8,chr13,chr18	0.7526509994916075	chr10	0.7420998586762553
2	chr3,chr8,chr13,chr18	0.7526509994916075	chr11	0.7827728850099916
2	chr3,chr8,chr13,chr18	0.7526509994916075	chr12	0.7377130544229349
2	chr3,chr8,chr13,chr18	0.7526509994916075	chr13	0.6811040029873496
2	chr3,chr8,chr13,chr18	0.7526509994916075	chr14	0.7434186637166226
2	chr3,chr8,chr13,chr18	0.7526509994916075	chr15	0.7566549331878563
2	chr3,chr8,chr13,chr18	0.7526509994916075	chr16	0.7438430015172922
2	chr3,chr8,chr13,chr18	0.7526509994916075	chr17	0.7325257291110192
2	chr3,chr8,chr13,chr18	0.7526509994916075	chr18	0.7666066477977921
2	chr3,chr8,chr13,chr18	0.7526509994916075	chr19	0.7125417600069924
2	chr3,chr8,chr13,chr18	0.7526509994916075	chr2	0.7254830769255884
2	chr3,chr8,chr13,chr18	0.7526509994916075	chr20	0.7473390342112427
2	chr3,chr8,chr13,chr18	0.7526509994916075	chr21	0.7397527459723222
2	chr3,chr8,chr13,chr18	0.7526509994916075	chr22	0.7318923217761132
2	chr3,chr8,chr13,chr18	0.7526509994916075	chr3	0.7602756783888457
2	chr3,chr8,chr13,chr18	0.7526509994916075	chr4	0.7522708396161873
2	chr3,chr8,chr13,chr18	0.7526509994916075	chr5	0.7606967695031832
2	chr3,chr8,chr13,chr18	0.7526509994916075	chr6	0.7400509371946447
2	chr3,chr8,chr13,chr18	0.7526509994916075	chr7	0.7453948193024523
2	chr3,chr8,chr13,chr18	0.7526509994916075	chr8	0.7602297260608595
2	chr3,chr8,chr13,chr18	0.7526509994916075	chr9	0.7233652449676662
3	chr4,chr9,chr14,chr19	0.7310899061630509	chr10	0.7420998586762553
