gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
ZNF707	chr8	143684452	143713898	143684461	143684511	+	18.7338294627801
ADAM2	chr8	39743735	39838227	39838177	39838227	-	0.0
PBK	chr8	27809624	27838082	27837759	27837809	-	24.402013761775105
VPS37A	chr8	17246931	17302427	17247122	17247172	+	0.0
SNTB1	chr8	120535745	120813273	120812093	120812143	-	0.96070920321949
MCPH1	chr8	6406592	6648508	6406642	6406689	+	95.5905657203393
KCNK9	chr8	139600838	139704109	139703006	139703056	-	0.0
UBE2V2	chr8	48008415	48064708	48043032	48043082	+	0.0
ZC2HC1A	chr8	78666089	78719765	78666046	78666096	+	100.922501798207
DEFB107B	chr8	7487822	7501287	7495845	7495895	+	0.0
OC90	chr8	132024216	132059382	132059340	132059380	-	0.0
FAM91A1	chr8	123768439	123815452	123768456	123768506	+	97.80019688774412
RPS20	chr8	56067254	56074510	56074459	56074509	-	185.897230822971
EIF3E	chr8	108162787	108443496	108248715	108248765	-	1129.98616482676
LRRCC1	chr8	85107215	85146080	85107237	85107287	+	62.83038189055471
RNF170	chr8	42849637	42897290	42896548	42896598	-	31.4151909452773
DUSP4	chr8	29333064	29350684	29350618	29350668	-	0.288212760965847
TRHR	chr8	109086585	109121565	109086620	109086670	+	0.0
DSCC1	chr8	119833976	119855894	119855808	119855858	-	41.9829921806917
PAG1	chr8	80967810	81112068	80975730	80975780	-	0.0
PDE7A	chr8	65714334	65842322	65842038	65842088	-	16.7163401360191
DEFA5	chr8	7055160	7056595	7056684	7056734	-	0.0
SMIM19	chr8	42541155	42555195	42541612	42541662	+	30.838765423345603
GDF6	chr8	96142333	96160806	96160669	96160719	-	0.0
CCN3	chr8	119416446	119424434	119416449	119416499	+	0.096070920321949
PRDM14	chr8	70051651	70071693	70071643	70071693	-	0.096070920321949
ZNF517	chr8	144798876	144811169	144802887	144802937	+	0.0
PPP1R16A	chr8	144477969	144502121	144477968	144478018	+	42.4633467823015
LZTS1	chr8	20246165	20303963	20255131	20255181	-	0.0
DEFA6	chr8	6924697	6926076	6926026	6926076	-	0.0
CTSB	chr8	11842524	11869533	11868179	11868229	-	0.0
NDUFB9	chr8	124539101	124580648	124539130	124539180	+	2696.13430791518
DPY19L4	chr8	94719703	94793836	94719874	94719924	+	85.5031190865346
SLA	chr8	133036728	133102912	133102492	133102542	-	0.0
R3HCC1	chr8	23270120	23296279	23290412	23290462	+	0.0
STC1	chr8	23841929	23854806	23854261	23854311	-	0.0
LPL	chr8	19901717	19967259	19939255	19939305	+	7.10924810382423
IDO1	chr8	39902275	39928790	39924719	39924769	+	0.672496442253643
MFSD3	chr8	144509070	144511213	144510245	144510295	+	0.0
MYOM2	chr8	2045046	2165552	2127734	2127784	+	0.288212760965847
SLC20A2	chr8	42416475	42541926	42541158	42541208	-	0.0
