gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
NHLRC3	chr13	39038306	39050109	39038317	39038367	+	25.6509357259604
GJB6	chr13	20221962	20232365	20232345	20232395	-	0.0
ATP7B	chr13	51930436	52012125	52011444	52011494	-	0.0
CSNK1A1L	chr13	37103259	37105664	37105614	37105664	-	0.0
TEX26	chr13	30932656	30975500	30932702	30932752	+	0.0
HTR2A	chr13	46831546	46897076	46895763	46895813	-	0.0
EXOSC8	chr13	36998816	37025881	37000782	37000822	+	89.15381405876872
DCUN1D2	chr13	113455819	113490951	113483946	113483996	-	0.0
NEK5	chr13	52033611	52129092	52129028	52129078	-	2.11356024708288
UBL3	chr13	29764371	29850617	29850634	29850684	-	13.4499288450729
GTF3A	chr13	27424619	27435823	27424637	27424687	+	67.3457151456863
OBI1	chr13	78614289	78659155	78659129	78659179	-	162.936280866026
SLC25A30	chr13	45393316	45418455	45402307	45402357	-	0.0
MICU2	chr13	21492691	21604181	21604131	21604181	-	25.1705811243506
OXGR1	chr13	96985713	96994730	96994300	96994350	-	0.0
DHRS12	chr13	51767993	51804163	51804107	51804157	-	5.379971538029151
SPATA13	chr13	23979805	24307074	24251717	24251767	+	0.0
SGCG	chr13	23180979	23325162	23180951	23181001	+	0.0
SMIM2	chr13	44143150	44161257	44161207	44161257	-	0.0
GAS6	chr13	113820549	113864076	113864017	113864067	-	6.43675166157058
GRTP1	chr13	113324163	113364148	113364098	113364148	-	204.823202126395
BORA	chr13	72727749	72756198	72727903	72727953	+	126.717543904651
ATP12A	chr13	24680408	24712472	24680410	24680460	+	1.7292765657950802
MEDAG	chr13	30906271	30925572	30906705	30906755	+	0.0
CCDC169-SOHLH2	chr13	36168794	36297842	36297792	36297842	-	226.823442880122
LPAR6	chr13	48389567	48444704	48444617	48444667	-	0.0
TGDS	chr13	94574054	94596242	94596192	94596242	-	4.5153332551316
CLDN10	chr13	95433604	95579759	95552724	95552774	+	45.7297580732477
RB1	chr13	48303744	48599436	48476446	48476496	+	0.0
MED4	chr13	48053323	48095131	48079925	48079975	-	0.672496442253643
FNDC3A	chr13	48975912	49209779	48976608	48976658	+	2.30570208772678
FBXL3	chr13	76992598	77027195	77018694	77018744	-	0.0
TRPC4	chr13	37632063	37869802	37869752	37869802	-	108.560139963802
FRY	chr13	31846713	32299125	32262388	32262438	+	0.0
URAD	chr13	27977717	27988693	27988604	27988654	-	0.0
SUPT20H	chr13	37009312	37059713	37028181	37028231	-	1.2489219641853402
VWA8	chr13	41566835	41961120	41868353	41868403	-	0.096070920321949
SPACA7	chr13	112360163	112418533	112376354	112376404	+	0.0
POGLUT2	chr13	102784281	102798976	102798957	102799007	-	28.6291342559408
SLITRK6	chr13	85792790	85806683	85799438	85799488	-	0.096070920321949
SLITRK5	chr13	87671371	87696272	87672614	87672664	+	0.0
KCTD12	chr13	76880175	76886405	76886340	76886390	-	0.0
SLC25A15	chr13	40789412	40812460	40793157	40793207	+	0.0
UBAC2	chr13	99200774	99386504	99200886	99200936	+	19.5023968253557
FREM2	chr13	38687077	38887131	38687128	38687178	+	0.480354601609745
IL17D	chr13	20702127	20723098	20704078	20704128	+	0.0
GPC5	chr13	91398621	92873682	92866281	92866331	+	0.0
FAM124A	chr13	51222334	51284239	51222366	51222416	+	13.5459997653948
BIVM	chr13	102799119	102841533	102800400	102800450	+	0.096070920321949
PCDH8	chr13	52842889	52848641	52848591	52848641	-	4.03497865352186
SPRY2	chr13	80335976	80341126	80339609	80339659	-	0.480354601609745
TMTC4	chr13	100603625	100675093	100674829	100674879	-	8.26209914768762
SERPINE3	chr13	51335773	51364735	51341088	51341138	+	0.0
RCBTB2	chr13	48488963	48533256	48533183	48533233	-	6.9171062631803295
SCEL	chr13	77535674	77645263	77535723	77535773	+	0.0
ESD	chr13	46771256	46797420	46797182	46797232	-	0.96070920321949
PROSER1	chr13	39009865	39038089	39012425	39012475	-	0.0
TM9SF2	chr13	99446311	99564048	99501416	99501466	+	135.459997653948
