gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
CD19	chr16	28931965	28939342	28931956	28932006	+	411.53062289513394
SYCE1L	chr16	77199408	77213215	77199396	77199446	+	0.0
POLR3K	chr16	46407	53608	52092	52142	-	0.0
RGS11	chr16	268301	275980	275864	275914	-	0.0
ITPRIPL2	chr16	19113932	19121629	19113931	19113981	+	0.480535524165267
SPATA2L	chr16	89696357	89701705	89701655	89701705	-	10.5717815316359
KARS1	chr16	75627474	75648643	75641563	75641602	-	4.03649840298824
BOLA2B	chr16	30192932	30194306	30193647	30193697	-	0.0
DNAAF1	chr16	84145287	84178767	84175227	84175277	+	0.0
SLX1B	chr16	29454501	29458219	29455104	29455154	+	0.0
PALB2	chr16	23603160	23641310	23637885	23637935	-	0.0
ZFP90	chr16	68530090	68576072	68539212	68539262	+	0.0
CBLN1	chr16	49277917	49281838	49281432	49281482	-	0.0
CMC2	chr16	80966448	81020270	80997322	80997372	-	1.05717815316359
ABCA3	chr16	2275881	2340746	2340696	2340746	-	0.480535524165267
FAM234A	chr16	234521	272183	234545	234595	+	0.0
ADAMTS18	chr16	77247813	77435034	77431583	77431633	-	0.0
MLYCD	chr16	83899115	83951445	83899125	83899175	+	9.41849627363922
HAGHL	chr16	726936	735525	728513	728563	+	0.480535524165267
DNAJA2	chr16	46955362	46973674	46973614	46973664	-	20.7591346439395
ZDHHC7	chr16	84974175	85011535	84982067	84982117	-	0.0
RSL1D1	chr16	11833850	11851580	11846517	11846567	-	12.59003073313
FBXL8	chr16	67159932	67164570	67161688	67161738	+	0.0
ITGAL	chr16	30472658	30523567	30474000	30474050	+	2.1143563063271698
PLLP	chr16	57248547	57284672	57284637	57284687	-	1.05717815316359
IRX6	chr16	55324203	55330756	55325799	55325849	+	0.0
NLRC5	chr16	56989485	57083531	57041407	57041457	+	0.0
HBZ	chr16	142728	154503	152686	152736	+	0.0
KAT8	chr16	31114489	31131393	31115753	31115803	+	0.0
MVD	chr16	88651935	88663161	88663087	88663137	-	303.602344167615
JMJD8	chr16	681670	684528	683056	683106	-	0.480535524165267
TLCD3B	chr16	30024427	30052978	30031209	30031259	-	0.0
BRICD5	chr16	2209253	2210905	2210855	2210905	-	0.0
VKORC1	chr16	31090842	31095980	31093561	31093611	-	0.0
CDH15	chr16	89171748	89195492	89171766	89171816	+	0.0
SNTB2	chr16	69187147	69309052	69187560	69187610	+	0.480535524165267
GLIS2	chr16	4314761	4339597	4314760	4314810	+	0.480535524165267
ST3GAL2	chr16	70375977	70439237	70439038	70439088	-	17.5876001844488
RUSF1	chr16	31489471	31509309	31508363	31508413	-	36.5206998365603
GPRC5B	chr16	19856691	19886167	19884814	19884864	-	0.0
SYNGR3	chr16	1989660	1994275	1989944	1989994	+	21.81631279710309
UBALD1	chr16	4608883	4615027	4614977	4615027	-	4.03649840298824
SALL1	chr16	51135982	51152334	51150547	51150597	-	0.0
PMFBP1	chr16	72112157	72176878	72172102	72172152	-	0.0
PDXDC1	chr16	14974591	15139339	15009310	15009360	+	0.0
MAPK8IP3	chr16	1706166	1770351	1767956	1768006	+	0.0
SLX4	chr16	3581181	3611606	3609209	3609259	-	0.0
HSD3B7	chr16	30985207	30989147	30985210	30985260	+	0.0
NOD2	chr16	50693588	50734041	50697138	50697188	+	0.480535524165267
ITFG1	chr16	47154387	47464149	47262964	47263014	-	0.0
NTN3	chr16	2471297	2474145	2471498	2471548	+	0.0
CDH11	chr16	64943753	65126112	65124242	65124292	-	0.480535524165267
C16orf46	chr16	81053497	81077267	81077028	81077078	-	0.480535524165267
THOC6	chr16	3024027	3027755	3024026	3024076	+	126.765271274797
FBXO31	chr16	87326987	87392142	87383713	87383763	-	7.400247072145111
XYLT1	chr16	17101769	17470960	17403451	17403501	-	0.0
CLEC3A	chr16	78022515	78066761	78022514	78022564	+	0.0
IL34	chr16	70579895	70660682	70654098	70654148	+	0.0
TMEM186	chr16	8780384	8797642	8797611	8797648	-	25.18006146626
MOSMO	chr16	22007638	22087534	22008208	22008258	+	0.0
LPCAT2	chr16	55509072	55586666	55556922	55556972	+	0.0
SRCAP	chr16	30698209	30741409	30733949	30733999	+	2.59489183049244
IL27	chr16	28499362	28512051	28506784	28506834	-	0.0
PRSS53	chr16	31083425	31089628	31088678	31088728	-	0.0
LYRM1	chr16	20899868	20925006	20900410	20900460	+	28.928238554749
GAN	chr16	81314944	81390809	81314951	81315001	+	9.80292469297144
MRPL28	chr16	366969	371289	370498	370527	-	337.624259278516
NPIPB5	chr16	22479121	22536521	22513518	22513568	+	0.0
NPIPA3	chr16	14708949	14726344	14711688	14711738	+	0.0
GPR139	chr16	20028239	20073890	20073717	20073767	-	0.0
SLC12A4	chr16	67943474	67969601	67968604	67968654	-	6.24696181414847
MT1X	chr16	56682470	56684196	56682469	56682519	+	230.849265808994
PDP2	chr16	66878589	66895754	66880548	66880598	+	29.312666974081303
GFER	chr16	1984193	1987749	1984257	1984307	+	0.480535524165267
GP2	chr16	20309574	20327808	20327466	20327508	-	0.0
NIP7	chr16	69337996	69343106	69339796	69339846	+	223.44901873684896
ITGAD	chr16	31393335	31426505	31423941	31423991	+	0.0
UMOD	chr16	20333051	20356301	20351121	20351171	-	0.0
SLC5A11	chr16	24845841	24911628	24845840	24845890	+	0.0
BOLA2-SMG1P6	chr16	29443230	29454651	29454297	29454347	-	0.0
FOXF1	chr16	86510527	86515422	86510526	86510576	+	0.0
HPR	chr16	72063148	72077246	72063223	72063260	+	0.0
USP10	chr16	84699986	84779922	84699977	84700027	+	242.478225493794
LDAF1	chr16	21158377	21180616	21158660	21158710	+	83.9976096240886
HSBP1	chr16	83719311	83819737	83807988	83808038	+	329.070726948375
RBFOX1	chr16	5239802	7713340	6483323	6483373	+	0.0
CBFA2T3	chr16	88874858	88977207	88941150	88941200	-	0.0
GSG1L	chr16	27787528	28063714	27884520	27884570	-	0.0
SULT1A1	chr16	28603944	28623625	28623575	28623625	-	0.0
BFAR	chr16	14632814	14669237	14632930	14632980	+	403.649840298824
