gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
KIF3B	chr20	32277651	32335011	32277663	32277713	+	5.86253339481625
HSPA12B	chr20	3732685	3753111	3732710	3732760	+	0.0
CHD6	chr20	41402083	41618384	41499294	41499317	-	0.480535524165267
GATA5	chr20	62463497	62475995	62475929	62475970	-	0.0
SPATA2	chr20	49903391	49915529	49913689	49913739	-	0.0
ISM1	chr20	13221274	13300651	13221770	13221820	+	0.0
GFRA4	chr20	3659248	3663399	3663353	3663399	-	0.0
ARFGAP1	chr20	63272785	63289790	63287655	63287705	+	0.480535524165267
OVOL2	chr20	17956979	18059188	18059138	18059188	-	0.0
TBC1D20	chr20	423596	462566	462503	462553	-	52.5705863436802
BPI	chr20	38304150	38337505	38304122	38304172	+	0.0
MMP24OS	chr20	35201745	35278131	35278081	35278131	-	24.411204627595502
DNAJC5	chr20	63895126	63936031	63895181	63895231	+	0.480535524165267
DHX35	chr20	38962299	39039723	39030359	39030409	+	0.0
ZCCHC3	chr20	297570	300321	296967	297017	+	0.0
TCEA2	chr20	64049836	64072347	64064325	64064352	+	0.0
CSE1L	chr20	49046246	49096960	49090762	49090812	+	0.0
PRNP	chr20	4686350	4701590	4686349	4686399	+	0.0
ESF1	chr20	13714322	13784919	13784836	13784886	-	3.07542735465771
RPS21	chr20	62387103	62388520	62387317	62387367	+	5.86253339481625
OTOR	chr20	16748358	16770062	16749373	16749423	+	0.0
NOL4L	chr20	32443059	32585333	32483447	32483497	-	0.0
VSTM2L	chr20	37903111	37945350	37903141	37903191	+	0.0
CTSZ	chr20	58985686	59008238	59007197	59007247	-	3.07542735465771
TGIF2-RAB5IF	chr20	36574553	36612384	36574552	36574602	+	2.59489183049244
SLC12A5	chr20	46021690	46060150	46021689	46021739	+	0.480535524165267
SNRPB	chr20	2461634	2470853	2470769	2470819	-	342.814042939501
TASP1	chr20	13389392	13638932	13638893	13638940	-	80.34553964043259
AAR2	chr20	36236131	36270918	36236458	36236503	+	49.3990518841894
DOK5	chr20	54475593	54651169	54475596	54475646	+	0.0
SYCP2	chr20	59863564	59933655	59915639	59915689	-	0.0
TRPC4AP	chr20	35002404	35092807	35092757	35092807	-	84.766466462753
WFDC6	chr20	45534196	45539482	45539357	45539407	-	0.0
ZNF337	chr20	25673195	25696853	25686907	25686957	-	0.0
POFUT1	chr20	32207880	32238658	32216664	32216714	+	0.0
NFS1	chr20	35668052	35699355	35699309	35699359	-	26.5255609339227
LAMA5	chr20	62307955	62367312	62319062	62319112	-	0.0
DEFB127	chr20	157454	159163	157469	157519	+	0.0
GDAP1L1	chr20	44247099	44280947	44247098	44247148	+	0.0
PTGIS	chr20	49503874	49568137	49568096	49568146	-	0.0
SIRPD	chr20	1534251	1557705	1557655	1557705	-	0.0
COL20A1	chr20	63293186	63334851	63327201	63327251	+	0.0
POLR3F	chr20	18467389	18484646	18467388	18467438	+	21.81631279710309
SNAP25	chr20	10172395	10308258	10219065	10219115	+	0.0
RAD21L1	chr20	1226044	1296421	1226055	1226105	+	0.0
BIRC7	chr20	63235883	63240495	63235882	63235932	+	9.03406785430701
ADIG	chr20	38581195	38588463	38581205	38581255	+	0.0
DEFB121	chr20	31404845	31412838	31412788	31412838	-	0.0
TLDC2	chr20	36876121	36894235	36876120	36876170	+	0.0
PTK6	chr20	63528001	63537376	63537320	63537370	-	1.05717815316359
SHLD1	chr20	5750393	5864395	5750436	5750479	+	21.1435630632717
SOX18	chr20	64047582	64049639	64049591	64049641	-	3.07542735465771
SDC4	chr20	45325288	45348424	45348374	45348424	-	0.480535524165267
SNAI1	chr20	49982980	49988886	49982998	49983048	+	0.0
CPNE1	chr20	35626031	35664956	35627349	35627399	-	1.05717815316359
TMEM230	chr20	5068232	5113103	5112742	5112790	-	0.480535524165267
SIGLEC1	chr20	3686970	3712600	3693029	3693079	-	0.0
SYS1	chr20	45361937	45376798	45363138	45363188	+	74.5791133504494
PLAGL2	chr20	32192504	32207743	32207741	32207791	-	8.16910391080953
ZNFX1	chr20	49237946	49278426	49271173	49271223	-	0.0
CBLN4	chr20	55997357	56005519	56005422	56005472	-	0.0
R3HDML	chr20	44337043	44351238	44336985	44337035	+	0.0
DEFB118	chr20	31368601	31373923	31368617	31368667	+	0.0
FASTKD5	chr20	3146519	3159865	3159847	3159897	-	79.0000401727698
RBM39	chr20	35701347	35742312	35740547	35740597	-	0.480535524165267
ITCH	chr20	34363241	34540748	34363294	34363344	+	155.597402724713
MMP24	chr20	35226690	35276998	35226653	35226703	+	0.0
TPX2	chr20	31739271	31801805	31739270	31739320	+	437.479541200059
LAMP5	chr20	9514358	9530524	9514357	9514407	+	0.0
PMEPA1	chr20	57648392	57711536	57709710	57709760	-	0.0
SAMD10	chr20	63974116	63980008	63979958	63980008	-	133.492768613111
TMX4	chr20	7977346	8019805	8019596	8019646	-	4.51703392715351
STK4	chr20	44966479	45080021	44966478	44966528	+	508.02215614752
TGIF2	chr20	36573488	36593950	36573606	36573656	+	93.2238916880617
PDRG1	chr20	31944337	31952046	31952042	31952092	-	27.6307926395028
RAE1	chr20	57351223	57379211	57351251	57351301	+	294.568276313308
ZNF512B	chr20	63956704	63969930	64048708	64048758	-	0.0
RTF2	chr20	56468585	56519449	56468657	56468707	+	44.2573217756211
PHACTR3	chr20	59577509	59847711	59628608	59628658	+	0.0
RALY	chr20	33993646	34108308	33993679	33993729	+	26.813882248421898
COMMD7	chr20	32702699	32743467	32743405	32743455	-	34.8868790543983
FLRT3	chr20	14322985	14337614	14337566	14337616	-	18.068135708614
GGT7	chr20	34844720	34872856	34852222	34852272	-	0.0
CFAP61	chr20	20052514	20360703	20220128	20220178	+	0.0
IFT52	chr20	43590937	43647299	43613898	43613948	+	1.05717815316359
TTPAL	chr20	44475874	44494603	44475885	44475935	+	24.891740151760803
RBPJL	chr20	45306840	45317824	45306850	45306900	+	0.0
EBF4	chr20	2692874	2760108	2755087	2755137	+	0.0
OSBPL2	chr20	62231922	62296213	62238520	62238570	+	115.52074000933
BCAS4	chr20	50794894	50877177	50795030	50795080	+	71.69590020545779
