gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
ZSCAN9	chr6	28224886	28233487	28225263	28225313	+	9.414950191551
GRIK2	chr6	100962701	102081622	101927778	101927828	+	0.0
LY6G6E	chr6	31711771	31714065	31713762	31713812	-	0.0
CD109	chr6	73695785	73828316	73792654	73792704	+	0.0
NQO2	chr6	2987987	3019755	3000157	3000207	+	0.0
NT5DC1	chr6	116100851	116249497	116110851	116110901	+	0.096070920321949
GPR6	chr6	109978256	109980720	109979112	109979162	+	0.0
RAET1L	chr6	150018334	150025532	150025482	150025532	-	0.0
NUP43	chr6	149724315	149749665	149746502	149746552	-	131.61716084107002
CLPSL1	chr6	35781019	35793675	35781016	35781066	+	0.096070920321949
B3GALT4	chr6	33255053	33256746	33278687	33278737	+	0.0
LRFN2	chr6	40391591	40587364	40587415	40587465	-	0.288212760965847
CCDC28A	chr6	138773769	138793319	138773768	138773818	+	52.5507934161061
TAAR5	chr6	132588592	132589741	132589636	132589686	-	0.0
OR5V1	chr6	29355241	29431509	29431917	29431967	-	0.0
RNF217	chr6	124962437	125092633	124983363	124983413	+	0.0
TMEM200A	chr6	130366017	130443067	130366280	130366330	+	0.96070920321949
RNASET2	chr6	166922113	166957191	166956493	166956543	-	3.84283681287796
FAXC	chr6	99271168	99350062	99284162	99284212	-	0.096070920321949
BMP6	chr6	7726099	7881728	7726796	7726846	+	0.0
SMIM28	chr6	138377905	138383486	138377904	138377954	+	0.0
NUS1	chr6	117675469	117710727	117675501	117675551	+	0.0
DAXX	chr6	33318558	33323016	33322907	33322957	-	134.06696930928
IL20RA	chr6	136999971	137045180	137044914	137044964	-	0.288212760965847
TRIM38	chr6	25962802	25991231	25962801	25962851	+	18.2534748611703
H4C5	chr6	26204610	26205021	26204551	26204601	+	0.0
POU3F2	chr6	98834574	98839458	98834591	98834641	+	0.096070920321949
XPO5	chr6	43522334	43576038	43559012	43559062	-	0.0
TREML4	chr6	41228339	41238882	41228338	41228388	+	0.0
DUSP22	chr6	291630	351355	292478	292528	+	8.550311908653459
FBXO9	chr6	53051991	53100873	53092810	53092824	+	0.0
KHDRBS2	chr6	61679961	62286225	62286177	62286227	-	68.49856618954959
SEC63	chr6	107867756	107958208	107958139	107958189	-	44.5769070293843
NDUFAF4	chr6	96889315	96897891	96896868	96896918	-	0.0
