gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
SEC61A2	chr10	12129637	12169961	12129693	12129743	+	26.9959286104677
FAS	chr10	88953813	89029605	88990851	88990901	+	1.7292765657950802
P4HA1	chr10	73007217	73096974	73096800	73096850	-	87.23239565232971
CNNM2	chr10	102918294	103090222	102918292	102918342	+	19.2141840643898
CSTF2T	chr10	51695486	51699595	51699541	51699591	-	58.89147415735479
TYSND1	chr10	70137981	70146700	70146626	70146676	-	44.5769070293843
KCNIP2	chr10	101825974	101843920	101843518	101843568	-	0.0
WDFY4	chr10	48684873	48982956	48684875	48684925	+	0.0
ADO	chr10	62804720	62808479	62804856	62804906	+	35.642311439443105
HTRA1	chr10	122458551	122514907	122461524	122461574	+	1.7292765657950802
OR13A1	chr10	45302654	45315608	45307788	45307838	-	0.0
ANTXRL	chr10	46286345	46330207	46286344	46286394	+	0.0
MMRN2	chr10	86935540	86969481	86969431	86969481	-	0.0
SRGN	chr10	69088103	69104805	69088105	69088155	+	0.0
MEIG1	chr10	14959388	14988050	14959509	14959557	+	0.0
VSTM4	chr10	49014236	49115522	49115459	49115509	-	0.480354601609745
CYP2C8	chr10	95036772	95069497	95069447	95069497	-	0.288212760965847
SFTPA2	chr10	79555852	79560407	79560363	79560395	-	0.0
TIMM23B	chr10	49942049	49974850	49942032	49942082	+	158.805231292182
FAM13C	chr10	59246130	59363181	59362500	59362550	-	3.4585531315901603
CAMK2G	chr10	73812501	73874591	73847987	73848018	-	0.0
COMMD3	chr10	22316386	22320306	22316385	22316435	+	19.0220422237459
SGMS1	chr10	50305586	50625163	50343476	50343526	-	0.0
IFIT5	chr10	89414568	89421605	89414585	89414635	+	0.288212760965847
JCAD	chr10	30012803	30115494	30013868	30013918	-	0.0
UROS	chr10	125784980	125823258	125823198	125823248	-	95.5905657203393
CH25H	chr10	89205629	89207317	89207264	89207314	-	0.0
VCL	chr10	73995193	74121363	73995192	73995231	+	0.0
FAM241B	chr10	69630247	69633596	69630250	69630300	+	36.2187369613748
FAM149B1	chr10	73168119	73244504	73208691	73208741	+	0.0
ASAH2	chr10	50182778	50279720	50199096	50199146	-	0.0
BTAF1	chr10	91923770	92031437	91956620	91956657	+	0.480354601609745
MSRB2	chr10	23095579	23122013	23095505	23095555	+	0.480354601609745
HACD1	chr10	17589032	17617374	17617327	17617377	-	4.80354601609745
DDX21	chr10	68956135	68985068	68956127	68956177	+	305.025172022188
TAF5	chr10	103367966	103389065	103367966	103368016	+	37.5637298458821
LIPJ	chr10	88586753	88606976	88586761	88586811	+	0.0
PTER	chr10	16436943	16513745	16436983	16437033	+	54.28006998190121
DEPP1	chr10	44970981	44978809	44978760	44978810	-	1.53713472515118
NPM3	chr10	101781325	101783413	101783363	101783413	-	30.838765423345603
IKZF5	chr10	122990807	123008812	123008767	123008817	-	19.79060958632149
DCLRE1A	chr10	113834725	113854383	113854353	113854383	-	22.2884535146922
LRRTM3	chr10	66926036	67101551	67012289	67012339	+	0.0
PRKG1	chr10	50990888	52298423	51153278	51153328	+	1.2489219641853402
PPIF	chr10	79347469	79355334	79347657	79347707	+	0.0
GRID1	chr10	85599552	86366795	85613083	85613133	-	0.0
SMNDC1	chr10	110290730	110304938	110304647	110304697	-	0.0
OLAH	chr10	15032227	15073853	15043895	15043945	+	0.0
SFRP5	chr10	97766751	97771999	97771902	97771952	-	0.096070920321949
CYP26A1	chr10	93073475	93077885	93075628	93075678	+	0.096070920321949
LRRC18	chr10	48909483	48914232	48914182	48914232	-	0.0
