gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
SREBF2	chr22	41833079	41907307	41885595	41885645	+	0.0
POLR2F	chr22	37952607	38041915	37953662	37953712	+	176.45264447348598
CSDC2	chr22	41561010	41577741	41572016	41572066	+	0.0
RGL4	chr22	23688136	23699176	23691305	23691355	+	0.0
SMC1B	chr22	45344063	45413619	45413569	45413619	-	0.0
DNAL4	chr22	38778508	38794198	38794148	38794198	-	24.891740151760803
RBX1	chr22	40951347	40973309	40951346	40951396	+	2279.37220532553
SMDT1	chr22	42079691	42084284	42079690	42079740	+	94.1849627363923
PRAME	chr22	22556806	22568466	22559239	22559289	-	6.63139023348068
CLTCL1	chr22	19179473	19291719	19226270	19226320	-	0.0
L3MBTL2	chr22	41205282	41231271	41205281	41205331	+	81.5949320032623
CENPM	chr22	41938737	41947152	41946679	41946729	-	24.411204627595502
LGALS1	chr22	37675636	37679802	37676124	37676174	+	0.0
ARSA	chr22	50622754	50628173	50623276	50623326	-	0.0
TRABD	chr22	50185913	50199598	50185914	50185964	+	98.7981037683788
VPREB3	chr22	23752743	23754425	23754418	23754468	-	4.51703392715351
TPST2	chr22	26521996	26596717	26590113	26590163	-	57.4720486901659
TYMP	chr22	50525752	50530032	50530006	50530056	-	113.214169493337
HIRA	chr22	19330698	19447450	19430213	19430263	-	0.480535524165267
APOL5	chr22	35717872	35729483	35717871	35717921	+	0.0
IGLL5	chr22	22887780	22896111	22887828	22887878	+	0.0
RNF215	chr22	30368811	30421771	30374828	30374878	-	0.0
CHKB	chr22	50578959	50601455	50582804	50582854	-	94.52133760330791
CHADL	chr22	41229510	41240931	41240884	41240934	-	0.0
CRYBB1	chr22	26599278	26618027	26618038	26618088	-	0.0
CBY1	chr22	38656636	38673850	38656635	38656685	+	64.96840286714401
MORC2	chr22	30925130	30968774	30968248	30968298	-	0.0
APOL2	chr22	36226209	36239954	36239646	36239673	-	40.845519554047705
WNT7B	chr22	45920366	45977162	45976755	45976805	-	0.0
SULT4A1	chr22	43824509	43862513	43862453	43862503	-	0.0
SYN3	chr22	32507820	33058381	32529032	32529082	-	0.0
LRRC75B	chr22	24585620	24593208	24592235	24592285	-	0.0
RASD2	chr22	35540831	35553999	35540867	35540917	+	0.0
MAPK12	chr22	50245450	50261716	50261258	50261308	-	0.480535524165267
MTFP1	chr22	30425623	30429054	30425779	30425829	+	18.6447783376123
