gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
GALNT9	chr12	132196372	132328920	132257692	132257742	-	0.0
ACTR6	chr12	100199122	100241865	100199121	100199171	+	0.096070920321949
CLEC4E	chr12	8533305	8540905	8540855	8540905	-	0.0
MYF5	chr12	80716912	80719671	80716911	80716961	+	0.0
ARHGDIB	chr12	14942031	14961728	14961216	14961266	-	0.0
CDCA3	chr12	6844793	6851292	6851242	6851292	-	120.809182304851
KRT1	chr12	52674736	52680407	52680357	52680407	-	0.0
SUDS3	chr12	118376555	118418033	118403500	118403517	+	0.0
CACNA2D4	chr12	1791963	1918666	1918616	1918666	-	1.92141840643898
STAC3	chr12	57243453	57251188	57251138	57251188	-	0.0
MTERF2	chr12	106977277	106987160	106987110	106987160	-	44.9611907106721
AMN1	chr12	31671142	31729121	31729060	31729110	-	5.379971538029151
ENDOU	chr12	47709734	47725567	47725517	47725567	-	0.0
ANAPC7	chr12	110372900	110403730	110403639	110403689	-	333.22198713668
ATP2A2	chr12	110280756	110351093	110329398	110329448	+	0.0
ITPR2	chr12	26335352	26833194	26725963	26726013	-	0.0
ARHGEF25	chr12	57610180	57617245	57611912	57611962	+	0.288212760965847
RAD52	chr12	911736	990053	949623	949673	-	88.7695303774809
STAT2	chr12	56341597	56360167	56360087	56360137	-	128.350749550124
MAP1LC3B2	chr12	116548105	116576606	116548105	116548155	+	0.0
DYRK4	chr12	4562208	4615302	4599624	4599674	+	0.0
HECTD4	chr12	112160188	112382439	112170135	112170185	-	0.0
MPHOSPH9	chr12	123152320	123244014	123233188	123233238	-	1.05678012354144
TPI1	chr12	6867119	6870948	6868140	6868190	+	2.59391484869262
SPATS2	chr12	49366584	49527425	49367509	49367559	+	47.4590346390428
DENR	chr12	122752824	122771064	122752846	122752896	+	655.684031197302
PXMP2	chr12	132687587	132704985	132690313	132690363	+	0.096070920321949
PTPRR	chr12	70638073	70920738	70754541	70754591	-	0.0
TAS2R13	chr12	10907926	10909562	10909512	10909562	-	0.0
LALBA	chr12	48567684	48570066	48570016	48570066	-	0.0
RESF1	chr12	31959370	31993107	31959407	31959457	+	238.01570509762905
SFSWAP	chr12	131711081	131799738	131711080	131711130	+	1.7292765657950802
CLIP1	chr12	122271432	122422669	122399964	122400014	-	0.672496442253643
RIMKLB	chr12	8681600	8783095	8697176	8697226	+	1.2489219641853402
INHBC	chr12	57434784	57452062	57434759	57434809	+	0.0
ALKBH2	chr12	109088188	109093631	109093438	109093488	-	20.4631060285751
DUSP6	chr12	89347235	89352501	89352447	89352497	-	35.45016959879921
OR10A7	chr12	55221025	55221975	55221024	55221074	+	0.0
RIMBP2	chr12	130396133	130768228	130716231	130716281	-	0.0
KLRK1	chr12	10372353	10391874	10382132	10382182	-	0.0
DAZAP2	chr12	51238724	51271362	51238823	51238873	+	271.160172608701
