gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
CD19	chr16	28931965	28939342	28931967	28932017	+	0.0
SYCE1L	chr16	77199408	77213215	77199396	77199446	+	0.096070920321949
POLR3K	chr16	46407	53608	52092	52142	-	0.0
RGS11	chr16	268301	275980	275930	275980	-	0.480354601609745
ITPRIPL2	chr16	19113932	19121629	19113931	19113981	+	0.672496442253643
SPATA2L	chr16	89696357	89701705	89701655	89701705	-	9.414950191551
KARS1	chr16	75627474	75648643	75641563	75641602	-	0.288212760965847
BOLA2B	chr16	30192932	30194306	30193647	30193697	-	0.0
DNAAF1	chr16	84145287	84178767	84175227	84175277	+	0.0
SLX1B	chr16	29454501	29458219	29455104	29455154	+	0.0
PALB2	chr16	23603160	23641310	23637885	23637935	-	0.096070920321949
ZFP90	chr16	68530090	68576072	68539212	68539262	+	0.0
CBLN1	chr16	49277917	49281838	49281432	49281482	-	0.0
CMC2	chr16	80966448	81020270	80997322	80997372	-	0.0
ABCA3	chr16	2275881	2340746	2340696	2340746	-	9.414950191551
FAM234A	chr16	234521	272183	234545	234595	+	0.0
ADAMTS18	chr16	77247813	77435034	77431583	77431633	-	0.0
MLYCD	chr16	83899115	83951445	83899125	83899175	+	78.53797736319329
HAGHL	chr16	726936	735525	728513	728563	+	2.6899857690145703
DNAJA2	chr16	46955362	46973674	46973614	46973664	-	44.2886942684185
ZDHHC7	chr16	84974175	85011535	84982067	84982117	-	0.0
RSL1D1	chr16	11833850	11851580	11846517	11846567	-	9.7992338728388
FBXL8	chr16	67159932	67164570	67161688	67161738	+	0.0
ITGAL	chr16	30472658	30523567	30474000	30474050	+	0.0
PLLP	chr16	57248547	57284672	57284637	57284687	-	9.030666510263211
IRX6	chr16	55324203	55330756	55325799	55325849	+	0.0
NLRC5	chr16	56989485	57083531	57041407	57041457	+	0.0
HBZ	chr16	142728	154503	152686	152736	+	0.0
KAT8	chr16	31114489	31131393	31115753	31115803	+	0.0
MVD	chr16	88651935	88663161	88663087	88663137	-	210.683528266034
JMJD8	chr16	681670	684528	683056	683106	-	0.096070920321949
TLCD3B	chr16	30024427	30052978	30052928	30052978	-	0.288212760965847
BRICD5	chr16	2209253	2210905	2210855	2210905	-	0.480354601609745
VKORC1	chr16	31090842	31095980	31093561	31093611	-	0.0
CDH15	chr16	89171748	89195492	89171766	89171816	+	0.096070920321949
SNTB2	chr16	69187147	69309052	69187584	69187634	+	0.096070920321949
GLIS2	chr16	4314761	4339597	4314760	4314810	+	0.0
ST3GAL2	chr16	70375977	70439237	70439038	70439088	-	1.92141840643898
RUSF1	chr16	31489471	31509309	31508363	31508413	-	20.4631060285751
GPRC5B	chr16	19856691	19886167	19884854	19884904	-	175.329429587557
SYNGR3	chr16	1989660	1994275	1989944	1989994	+	4.32319141448771
UBALD1	chr16	4608883	4615027	4614977	4615027	-	2.30570208772678
SALL1	chr16	51135982	51152334	51150547	51150597	-	0.288212760965847
PMFBP1	chr16	72112157	72176878	72172102	72172152	-	0.0
PDXDC1	chr16	14974591	15139339	15009310	15009360	+	0.0
MAPK8IP3	chr16	1706166	1770351	1767956	1768006	+	0.0
SLX4	chr16	3581181	3611606	3609209	3609259	-	0.0
HSD3B7	chr16	30985207	30989147	30985206	30985256	+	8.83852466961931
NOD2	chr16	50693588	50734041	50697138	50697188	+	0.0
ITFG1	chr16	47154387	47464149	47262964	47263014	-	0.0
NTN3	chr16	2471297	2474145	2471498	2471548	+	0.0
CDH11	chr16	64943753	65126112	65124242	65124292	-	0.0
C16orf46	chr16	81053497	81077267	81077028	81077078	-	0.0
THOC6	chr16	3024027	3027755	3024026	3024076	+	200.980365313517
FBXO31	chr16	87326987	87392142	87383713	87383763	-	4.99568785674135
XYLT1	chr16	17101769	17470960	17403451	17403501	-	0.0
CLEC3A	chr16	78022515	78066761	78022514	78022564	+	0.096070920321949
IL34	chr16	70579895	70660682	70654098	70654148	+	0.0
TMEM186	chr16	8780384	8797642	8797611	8797648	-	26.8037867698238
MOSMO	chr16	22007638	22087534	22008208	22008258	+	0.0
LPCAT2	chr16	55509072	55586666	55556922	55556972	+	0.0
SRCAP	chr16	30698209	30741409	30733949	30733999	+	0.288212760965847
IL27	chr16	28499362	28512051	28506784	28506834	-	0.0
PRSS53	chr16	31083425	31089628	31088678	31088728	-	0.0
LYRM1	chr16	20899868	20925006	20900490	20900535	+	3.84283681287796
GAN	chr16	81314944	81390809	81314951	81315001	+	48.08349562113551
MRPL28	chr16	366969	371289	370498	370527	-	271.160172608701
NPIPB5	chr16	22479121	22536521	22513518	22513568	+	0.0
NPIPA3	chr16	14708949	14726344	14711688	14711738	+	0.0
GPR139	chr16	20028239	20073890	20073717	20073767	-	0.0
SLC12A4	chr16	67943474	67969601	67968604	67968654	-	6.43675166157058
MT1X	chr16	56682470	56684196	56682469	56682519	+	689.4049242303059
PDP2	chr16	66878589	66895754	66880548	66880598	+	30.166268981092
GFER	chr16	1984193	1987749	1984257	1984307	+	1.2489219641853402
GP2	chr16	20309574	20327808	20327466	20327508	-	0.0
NIP7	chr16	69337996	69343106	69339796	69339846	+	284.081711392003
ITGAD	chr16	31393335	31426505	31423941	31423991	+	0.0
UMOD	chr16	20333051	20356301	20351121	20351171	-	0.0
SLC5A11	chr16	24845841	24911628	24845840	24845890	+	0.0
BOLA2-SMG1P6	chr16	29443230	29454651	29454297	29454347	-	0.0
FOXF1	chr16	86510527	86515422	86510526	86510576	+	0.0
HPR	chr16	72063148	72077246	72063223	72063260	+	0.0
USP10	chr16	84699986	84779922	84699977	84700027	+	363.436291577933
LDAF1	chr16	21158377	21180616	21158673	21158723	+	28.8693115567457
HSBP1	chr16	83719311	83819737	83807988	83808038	+	622.443492765908
RBFOX1	chr16	5239802	7713340	6483323	6483373	+	0.0
CBFA2T3	chr16	88874858	88977207	88941150	88941200	-	0.0
GSG1L	chr16	27787528	28063714	27888107	27888157	-	0.96070920321949
SULT1A1	chr16	28603944	28623625	28623575	28623625	-	0.0
BFAR	chr16	14632814	14669237	14632930	14632980	+	438.37160942905297
ELOB	chr16	2771414	2777289	2777247	2777297	-	274.378548439486
SNAI3	chr16	88677688	88686507	88686443	88686493	-	4.5153332551316
AQP8	chr16	25215731	25228932	25216920	25216970	+	0.0
SDR42E1	chr16	81988855	82011481	82011438	82011488	-	0.0
DCUN1D3	chr16	20854925	20900358	20900334	20900384	-	5.668184298994991
PDF	chr16	69326913	69330588	69330545	69330595	-	30.838765423345603
CES1	chr16	55799704	55830035	55833136	55833186	-	0.0
METRN	chr16	715118	719655	715640	715690	+	0.0
MT1M	chr16	56632659	56633981	56632706	56632756	+	0.0
TEPP	chr16	57976435	57988116	57976434	57976484	+	0.0
GALNS	chr16	88813734	88856970	88838872	88838922	-	0.0
NOXO1	chr16	1978917	1984192	1981133	1981183	-	0.0
PRR35	chr16	560394	565529	560421	560471	+	0.096070920321949
CNOT1	chr16	58519951	58629885	58629797	58629847	-	422.231694814966
EMP2	chr16	10528422	10580632	10559104	10559154	-	0.0
RMI2	chr16	11249619	11381662	11345430	11345480	+	157.652380248318
LUC7L	chr16	188969	229463	229413	229463	-	655.684031197302
FOXL1	chr16	86576368	86583478	86576367	86576417	+	0.0
TSNAXIP1	chr16	67806765	67832148	67806764	67806814	+	0.0
KIAA0513	chr16	85027782	85094230	85086913	85086963	+	0.0
CTU2	chr16	88706483	88715396	88706482	88706532	+	42.4633467823015
MAF	chr16	79585843	79600737	79599852	79599902	-	0.0
TPSG1	chr16	1221651	1225268	1224725	1224775	-	0.0
ZC3H7A	chr16	11750586	11797258	11768471	11768521	-	0.0
N4BP1	chr16	48538726	48620148	48603662	48603712	-	0.0
C16orf92	chr16	30023198	30027736	30023725	30023775	+	0.0
PHAF1	chr16	67109941	67148544	67109961	67110004	+	20.1748932676093
PIGQ	chr16	566995	584109	569967	570017	+	37.9480135271699
ZNF48	chr16	30378106	30400108	30378313	30378363	+	0.0
THAP11	chr16	67842320	67844195	67842081	67842131	+	0.672496442253643
USP31	chr16	23061406	23149452	23072498	23072548	-	0.0
XPO6	chr16	28097976	28211965	28111840	28111890	-	0.096070920321949
MEFV	chr16	3242027	3256633	3256577	3256627	-	0.0
METTL26	chr16	634427	636366	636301	636351	-	152.464550550933
NDUFB10	chr16	1959538	1961975	1959551	1959601	+	871.0750345591119
ADGRG5	chr16	57542643	57591681	57542654	57542701	+	0.0
IQCK	chr16	19716456	19858467	19716455	19716505	+	0.096070920321949
RPS15A	chr16	18781295	18790383	18790309	18790340	-	239.69694620326305
PPL	chr16	4882507	4960741	4893771	4893821	-	0.0
CARHSP1	chr16	8852942	8869012	8868351	8868401	-	0.288212760965847
SETD6	chr16	58515479	58523842	58515487	58515537	+	136.13249409620198
TPPP3	chr16	67389809	67393518	67393468	67393518	-	1.7292765657950802
CYBA	chr16	88643289	88651054	88651004	88651054	-	1157.17423527788
DOC2A	chr16	30005514	30023270	30011672	30011722	-	0.0
TXNDC11	chr16	11679083	11742857	11742788	11742838	-	6.43675166157058
CFAP20	chr16	58113592	58129381	58115400	58115450	-	0.480354601609745
POLR3E	chr16	22297375	22335101	22297408	22297458	+	118.071161075675
MT3	chr16	56589074	56591088	56589544	56589594	+	0.0
DYNC1LI2	chr16	66720893	66751609	66728200	66728219	-	0.0
SNX20	chr16	50666300	50681353	50681303	50681353	-	0.0
PRSS36	chr16	31138926	31150083	31150033	31150083	-	0.0
CHP2	chr16	23755026	23758935	23754626	23754676	+	1.05678012354144
AHSP	chr16	31527900	31528803	31527863	31527913	+	5.379971538029151
ATP6V0D1	chr16	67438014	67481181	67441342	67441392	-	0.0
LAT	chr16	28984826	28990784	28986098	28986148	+	0.0
CDH13	chr16	82626965	83800640	82626965	82627015	+	9.030666510263211
PYCARD	chr16	31201486	31203450	31203400	31203450	-	0.0
CNGB1	chr16	57882340	57971128	57901351	57901373	-	0.0
CHTF8	chr16	69118010	69132588	69132534	69132584	-	11.6245813589558
DNASE1	chr16	3611728	3680143	3656163	3656185	+	0.0
CRYM	chr16	21238874	21303083	21278225	21278275	-	5.2839006177072
COX4I1	chr16	85798633	85807068	85799682	85799732	+	279.182094455584
PARD6A	chr16	67660946	67662774	67660947	67660997	+	3.84283681287796
SMPD3	chr16	68358327	68448508	68371030	68371080	-	0.0
NTHL1	chr16	2039815	2047866	2047797	2047847	-	587.0893940874299
TFAP4	chr16	4257186	4273075	4258748	4258798	-	0.0
NPIPB11	chr16	29381354	29404029	29397646	29397696	-	0.096070920321949
SEPHS2	chr16	30443631	30445874	30446131	30446181	-	0.0
ARMC5	chr16	31458080	31467166	31458851	31458901	+	0.0
LRRC36	chr16	67326798	67385204	67347367	67347417	+	0.0
EEF2K	chr16	21992621	22075070	22286557	22286607	+	0.0
CDH8	chr16	61647242	62037035	62036382	62036432	-	1.2489219641853402
AXIN1	chr16	287440	352723	352399	352449	-	0.096070920321949
TSC2	chr16	2047967	2089491	2047988	2048038	+	159.765940495401
PAGR1	chr16	29816152	29822489	29815951	29816001	+	0.96070920321949
SLC38A7	chr16	58665109	58684770	58684003	58684053	-	0.288212760965847
NUTF2	chr16	67846923	67872567	67847160	67847210	+	3.4585531315901603
CLDN9	chr16	3012923	3014505	3012455	3012505	+	0.288212760965847
CIAO2B	chr16	66932065	66934423	66934373	66934423	-	122.010068808875
DPEP2NB	chr16	68013436	68015911	68015861	68015911	-	0.0
PSME3IP1	chr16	57152466	57186116	57174836	57174886	-	0.096070920321949
SPN	chr16	29662979	29670876	29663218	29663268	+	27.9566378136872
NDE1	chr16	15643267	15734691	15691241	15691291	+	0.0
ZNF646	chr16	31074422	31084196	31074421	31074471	+	30.4544817420578
CMTM4	chr16	66614750	66696743	66696657	66696707	-	0.0
TP53TG3D	chr16	32252719	32255922	32253321	32253371	+	0.0
ARHGDIG	chr16	280450	283010	280854	280904	+	0.0
PRM1	chr16	11280841	11281330	11281300	11281350	-	1.2489219641853402
CCDC113	chr16	58231157	58283836	58249951	58250001	+	23.2491627179117
ZNF688	chr16	30569672	30572734	30571585	30571635	-	3.17034037062432
ZKSCAN2	chr16	25236001	25257845	25257881	25257931	-	0.0
PGP	chr16	2211593	2214840	2213849	2213899	-	1.2489219641853402
NPIPB12	chr16	29484690	29505999	29491612	29491662	-	0.0
TMEM265	chr16	30740642	30745196	30740380	30740430	+	0.288212760965847
