fold	val_chr	overall_spearman	chr	mean_spearman
1	chr2,chr7,chr12,chr17,chr22	0.7606272773244224	chr10	0.7462262662692583
1	chr2,chr7,chr12,chr17,chr22	0.7606272773244224	chr11	0.775881827360131
1	chr2,chr7,chr12,chr17,chr22	0.7606272773244224	chr12	0.773108560259558
1	chr2,chr7,chr12,chr17,chr22	0.7606272773244224	chr13	0.6911925384963379
1	chr2,chr7,chr12,chr17,chr22	0.7606272773244224	chr14	0.7533419857101185
1	chr2,chr7,chr12,chr17,chr22	0.7606272773244224	chr15	0.7718389044993742
1	chr2,chr7,chr12,chr17,chr22	0.7606272773244224	chr16	0.7351361241897664
1	chr2,chr7,chr12,chr17,chr22	0.7606272773244224	chr17	0.7561231415173273
1	chr2,chr7,chr12,chr17,chr22	0.7606272773244224	chr18	0.7725280437015669
1	chr2,chr7,chr12,chr17,chr22	0.7606272773244224	chr19	0.7324987786774206
1	chr2,chr7,chr12,chr17,chr22	0.7606272773244224	chr2	0.7556545398848726
1	chr2,chr7,chr12,chr17,chr22	0.7606272773244224	chr20	0.7381682262384052
1	chr2,chr7,chr12,chr17,chr22	0.7606272773244224	chr21	0.7381424356821059
1	chr2,chr7,chr12,chr17,chr22	0.7606272773244224	chr22	0.7369235045976122
1	chr2,chr7,chr12,chr17,chr22	0.7606272773244224	chr3	0.7777675937115656
1	chr2,chr7,chr12,chr17,chr22	0.7606272773244224	chr4	0.7528786266520828
1	chr2,chr7,chr12,chr17,chr22	0.7606272773244224	chr5	0.7874458874650361
1	chr2,chr7,chr12,chr17,chr22	0.7606272773244224	chr6	0.734954169187302
1	chr2,chr7,chr12,chr17,chr22	0.7606272773244224	chr7	0.7670213609006409
1	chr2,chr7,chr12,chr17,chr22	0.7606272773244224	chr8	0.7529891917384748
1	chr2,chr7,chr12,chr17,chr22	0.7606272773244224	chr9	0.7486431895808069
2	chr3,chr8,chr13,chr18	0.7601616537310903	chr10	0.7462262662692583
2	chr3,chr8,chr13,chr18	0.7601616537310903	chr11	0.775881827360131
2	chr3,chr8,chr13,chr18	0.7601616537310903	chr12	0.773108560259558
2	chr3,chr8,chr13,chr18	0.7601616537310903	chr13	0.6911925384963379
2	chr3,chr8,chr13,chr18	0.7601616537310903	chr14	0.7533419857101185
2	chr3,chr8,chr13,chr18	0.7601616537310903	chr15	0.7718389044993742
2	chr3,chr8,chr13,chr18	0.7601616537310903	chr16	0.7351361241897664
2	chr3,chr8,chr13,chr18	0.7601616537310903	chr17	0.7561231415173273
2	chr3,chr8,chr13,chr18	0.7601616537310903	chr18	0.7725280437015669
2	chr3,chr8,chr13,chr18	0.7601616537310903	chr19	0.7324987786774206
2	chr3,chr8,chr13,chr18	0.7601616537310903	chr2	0.7556545398848726
2	chr3,chr8,chr13,chr18	0.7601616537310903	chr20	0.7381682262384052
2	chr3,chr8,chr13,chr18	0.7601616537310903	chr21	0.7381424356821059
2	chr3,chr8,chr13,chr18	0.7601616537310903	chr22	0.7369235045976122
2	chr3,chr8,chr13,chr18	0.7601616537310903	chr3	0.7777675937115656
2	chr3,chr8,chr13,chr18	0.7601616537310903	chr4	0.7528786266520828
2	chr3,chr8,chr13,chr18	0.7601616537310903	chr5	0.7874458874650361
2	chr3,chr8,chr13,chr18	0.7601616537310903	chr6	0.734954169187302
2	chr3,chr8,chr13,chr18	0.7601616537310903	chr7	0.7670213609006409
2	chr3,chr8,chr13,chr18	0.7601616537310903	chr8	0.7529891917384748
2	chr3,chr8,chr13,chr18	0.7601616537310903	chr9	0.7486431895808069
3	chr4,chr9,chr14,chr19	0.7476130374698489	chr10	0.7462262662692583
3	chr4,chr9,chr14,chr19	0.7476130374698489	chr11	0.775881827360131
3	chr4,chr9,chr14,chr19	0.7476130374698489	chr12	0.773108560259558
3	chr4,chr9,chr14,chr19	0.7476130374698489	chr13	0.6911925384963379
3	chr4,chr9,chr14,chr19	0.7476130374698489	chr14	0.7533419857101185
3	chr4,chr9,chr14,chr19	0.7476130374698489	chr15	0.7718389044993742
3	chr4,chr9,chr14,chr19	0.7476130374698489	chr16	0.7351361241897664
3	chr4,chr9,chr14,chr19	0.7476130374698489	chr17	0.7561231415173273
3	chr4,chr9,chr14,chr19	0.7476130374698489	chr18	0.7725280437015669
3	chr4,chr9,chr14,chr19	0.7476130374698489	chr19	0.7324987786774206
3	chr4,chr9,chr14,chr19	0.7476130374698489	chr2	0.7556545398848726
3	chr4,chr9,chr14,chr19	0.7476130374698489	chr20	0.7381682262384052
3	chr4,chr9,chr14,chr19	0.7476130374698489	chr21	0.7381424356821059
3	chr4,chr9,chr14,chr19	0.7476130374698489	chr22	0.7369235045976122
3	chr4,chr9,chr14,chr19	0.7476130374698489	chr3	0.7777675937115656
3	chr4,chr9,chr14,chr19	0.7476130374698489	chr4	0.7528786266520828
3	chr4,chr9,chr14,chr19	0.7476130374698489	chr5	0.7874458874650361
3	chr4,chr9,chr14,chr19	0.7476130374698489	chr6	0.734954169187302
3	chr4,chr9,chr14,chr19	0.7476130374698489	chr7	0.7670213609006409
3	chr4,chr9,chr14,chr19	0.7476130374698489	chr8	0.7529891917384748
3	chr4,chr9,chr14,chr19	0.7476130374698489	chr9	0.7486431895808069
4	chr5,chr10,chr15,chr20	0.7625223390019146	chr10	0.7462262662692583
4	chr5,chr10,chr15,chr20	0.7625223390019146	chr11	0.775881827360131
4	chr5,chr10,chr15,chr20	0.7625223390019146	chr12	0.773108560259558
4	chr5,chr10,chr15,chr20	0.7625223390019146	chr13	0.6911925384963379
4	chr5,chr10,chr15,chr20	0.7625223390019146	chr14	0.7533419857101185
4	chr5,chr10,chr15,chr20	0.7625223390019146	chr15	0.7718389044993742
4	chr5,chr10,chr15,chr20	0.7625223390019146	chr16	0.7351361241897664
4	chr5,chr10,chr15,chr20	0.7625223390019146	chr17	0.7561231415173273
4	chr5,chr10,chr15,chr20	0.7625223390019146	chr18	0.7725280437015669
4	chr5,chr10,chr15,chr20	0.7625223390019146	chr19	0.7324987786774206
4	chr5,chr10,chr15,chr20	0.7625223390019146	chr2	0.7556545398848726
4	chr5,chr10,chr15,chr20	0.7625223390019146	chr20	0.7381682262384052
4	chr5,chr10,chr15,chr20	0.7625223390019146	chr21	0.7381424356821059
4	chr5,chr10,chr15,chr20	0.7625223390019146	chr22	0.7369235045976122
4	chr5,chr10,chr15,chr20	0.7625223390019146	chr3	0.7777675937115656
4	chr5,chr10,chr15,chr20	0.7625223390019146	chr4	0.7528786266520828
4	chr5,chr10,chr15,chr20	0.7625223390019146	chr5	0.7874458874650361
4	chr5,chr10,chr15,chr20	0.7625223390019146	chr6	0.734954169187302
4	chr5,chr10,chr15,chr20	0.7625223390019146	chr7	0.7670213609006409
4	chr5,chr10,chr15,chr20	0.7625223390019146	chr8	0.7529891917384748
4	chr5,chr10,chr15,chr20	0.7625223390019146	chr9	0.7486431895808069
5	chr6,chr11,chr16,chr21	0.7550609839589947	chr10	0.7462262662692583
5	chr6,chr11,chr16,chr21	0.7550609839589947	chr11	0.775881827360131
5	chr6,chr11,chr16,chr21	0.7550609839589947	chr12	0.773108560259558
5	chr6,chr11,chr16,chr21	0.7550609839589947	chr13	0.6911925384963379
5	chr6,chr11,chr16,chr21	0.7550609839589947	chr14	0.7533419857101185
5	chr6,chr11,chr16,chr21	0.7550609839589947	chr15	0.7718389044993742
5	chr6,chr11,chr16,chr21	0.7550609839589947	chr16	0.7351361241897664
5	chr6,chr11,chr16,chr21	0.7550609839589947	chr17	0.7561231415173273
5	chr6,chr11,chr16,chr21	0.7550609839589947	chr18	0.7725280437015669
5	chr6,chr11,chr16,chr21	0.7550609839589947	chr19	0.7324987786774206
5	chr6,chr11,chr16,chr21	0.7550609839589947	chr2	0.7556545398848726
5	chr6,chr11,chr16,chr21	0.7550609839589947	chr20	0.7381682262384052
5	chr6,chr11,chr16,chr21	0.7550609839589947	chr21	0.7381424356821059
5	chr6,chr11,chr16,chr21	0.7550609839589947	chr22	0.7369235045976122
5	chr6,chr11,chr16,chr21	0.7550609839589947	chr3	0.7777675937115656
5	chr6,chr11,chr16,chr21	0.7550609839589947	chr4	0.7528786266520828
5	chr6,chr11,chr16,chr21	0.7550609839589947	chr5	0.7874458874650361
5	chr6,chr11,chr16,chr21	0.7550609839589947	chr6	0.734954169187302
5	chr6,chr11,chr16,chr21	0.7550609839589947	chr7	0.7670213609006409
5	chr6,chr11,chr16,chr21	0.7550609839589947	chr8	0.7529891917384748
5	chr6,chr11,chr16,chr21	0.7550609839589947	chr9	0.7486431895808069
