gene_name	gex	gex_rank
SLC20A1	0.0	0.24806558585114222
C11orf58	2906.14533973896	0.9981577008106116
ZSCAN9	9.414950191551	0.756478752149349
CD19	0.0	0.24806558585114222
TMEM123	26.9959286104677	0.8184721198722672
POMC	1.7292765657950802	0.6692765905183001
NME2	0.0	0.24806558585114222
CEP120	0.480354601609745	0.6029538197003194
FBXO4	0.672496442253643	0.6214689265536724
GRIA1	0.0	0.24806558585114222
GALNT9	0.0	0.24806558585114222
AKAIN1	0.0	0.24806558585114222
SYCE1L	0.096070920321949	0.5284021125030705
GOLGA8S	0.0	0.24806558585114222
CAST	281.583867463633	0.9598378776713338
FBXW12	0.0	0.24806558585114222
DIRAS2	0.0	0.24806558585114222
WDR7	0.0	0.24806558585114222
MMP1	0.0	0.24806558585114222
SREBF2	0.096070920321949	0.5284021125030705
SLC38A3	2.11356024708288	0.6795013510194056
PCDHGA11	7.397460864790079	0.7434291328911815
ZNF707	18.7338294627801	0.7959960697617293
ACTR6	0.096070920321949	0.5284021125030705
POLR3K	0.0	0.24806558585114222
POLR2F	256.125073578316	0.9558462294276591
CSDC2	0.0	0.24806558585114222
POGLUT3	0.096070920321949	0.5284021125030705
ASB16	0.0	0.24806558585114222
GRIK2	0.0	0.24806558585114222
LY6G6E	0.0	0.24806558585114222
ADAM2	0.0	0.24806558585114222
OR6M1	0.0	0.24806558585114222
MCF2L2	0.288212760965847	0.5768238761974944
C3orf18	4.99568785674135	0.7225190370916237
CLEC4E	0.0	0.24806558585114222
TXN	0.0	0.24806558585114222
CD109	0.0	0.24806558585114222
CNTNAP3	0.0	0.24806558585114222
MAD1L1	0.0	0.24806558585114222
CYP51A1	35.1619568378333	0.8352370424957013
ALK	0.0	0.24806558585114222
CABP4	0.0	0.24806558585114222
MYF5	0.0	0.24806558585114222
NUP42	0.0	0.24806558585114222
APEH	328.082192899456	0.9659174649963154
TMEM41B	176.386209711098	0.9381908621960207
SEC61A2	26.9959286104677	0.8184721198722672
PDE2A	0.288212760965847	0.5768238761974944
SI	0.0	0.24806558585114222
KIF3B	1.7292765657950802	0.6692765905183001
ARHGDIB	0.0	0.24806558585114222
RGS11	0.480354601609745	0.6029538197003194
NQO2	0.0	0.24806558585114222
APBB1	18.2534748611703	0.7943380004912798
TBC1D3I	0.0	0.24806558585114222
PBK	24.402013761775105	0.8121161876688774
VPS37A	0.0	0.24806558585114222
FAS	1.7292765657950802	0.6692765905183001
GTF3C2	0.0	0.24806558585114222
P4HA1	87.23239565232971	0.8975067550970277
ZNF680	0.0	0.24806558585114222
NT5DC1	0.096070920321949	0.5284021125030705
GPR6	0.0	0.24806558585114222
CNNM2	19.2141840643898	0.7978383689511177
LRP4	0.0	0.24806558585114222
RAET1L	0.0	0.24806558585114222
RGL4	0.0	0.24806558585114222
NUP43	131.61716084107002	0.9224084991402604
PSMC5	332.117171552978	0.9665315647261116
HSPA12B	22.768808116301894	0.8076332596413658
CSTF2T	58.89147415735479	0.870087202161631
SPPL2C	0.0	0.24806558585114222
CLPSL1	0.096070920321949	0.5284021125030705
MRO	0.0	0.24806558585114222
TUT1	0.0	0.24806558585114222
NHLRC3	25.6509357259604	0.8154323262097765
TYSND1	44.5769070293843	0.8514799803488087
QRICH1	1.7292765657950802	0.6692765905183001
AP3S1	0.0	0.24806558585114222
BSX	0.0	0.24806558585114222
CHD6	0.0	0.24806558585114222
B3GALT4	0.0	0.24806558585114222
RNF216	0.0	0.24806558585114222
LRFN2	0.288212760965847	0.5768238761974944
CCDC28A	52.5507934161061	0.8623188405797102
PRPSAP1	0.0	0.24806558585114222
OR5T1	0.0	0.24806558585114222
PPP1R2B	0.0	0.24806558585114222
ADH7	0.0	0.24806558585114222
PTPN18	0.0	0.24806558585114222
MET	0.0	0.24806558585114222
KCNIP2	0.0	0.24806558585114222
ENDOD1	1.53713472515118	0.6625829034635224
TAAR5	0.0	0.24806558585114222
EPM2AIP1	0.0	0.24806558585114222
MAMDC4	0.0	0.24806558585114222
CDK7	119.127941199217	0.9164824367477278
IFNA7	0.0	0.24806558585114222
CYLC2	0.0	0.24806558585114222
SMG6	0.0	0.24806558585114222
GJB6	0.0	0.24806558585114222
RGPD4	0.0	0.24806558585114222
OST4	33.8169639533261	0.8331183984279047
TRA2A	204.823202126395	0.9461127487103905
SNTB1	0.96070920321949	0.6359923851633505
OR5V1	0.0	0.24806558585114222
ARHGDIA	0.0	0.24806558585114222
GATA5	0.0	0.24806558585114222
ITPRIPL2	0.672496442253643	0.6214689265536724
UNCX	0.0	0.24806558585114222
RBM18	16.4281273750533	0.7878899533284205
MCPH1	95.5905657203393	0.9036170474084991
CDCA3	120.809182304851	0.9173114713829525
SMC1B	1.53713472515118	0.6625829034635224
FOXP2	0.0	0.24806558585114222
WDFY4	0.0	0.24806558585114222
PTTG1IP2	0.0	0.24806558585114222
NDUFS1	185.609018062006	0.9411078359125522
USP13	4.0349786535218595	0.7126013264554164
DNAL4	23.8255882398434	0.8104888233849177
SPATA2	0.0	0.24806558585114222
AADACL2	0.0	0.24806558585114222
OR3A3	0.0	0.24806558585114222
KRT1	0.0	0.24806558585114222
ZNF502	18.6377585424581	0.7951363301400147
DMAC1	0.0	0.24806558585114222
PTCH1	0.0	0.24806558585114222
SEPTIN8	0.96070920321949	0.6359923851633505
SUDS3	0.0	0.24806558585114222
SPATA2L	9.414950191551	0.756478752149349
SLC15A2	0.672496442253643	0.6214689265536724
ADO	35.642311439443105	0.8364345369688038
FEZF2	0.0	0.24806558585114222
ISM1	0.288212760965847	0.5768238761974944
GFRA4	0.0	0.24806558585114222
HTRA1	1.7292765657950802	0.6692765905183001
CASP2	0.0	0.24806558585114222
CACNA2D4	1.92141840643898	0.6748034880864653
SRRM3	0.0	0.24806558585114222
FLI1	0.0	0.24806558585114222
GRHL1	8.26209914768762	0.7500921149594694
CALM2	340.187128860021	0.9673298943748465
GRB7	20.1748932676093	0.8006939326946696
RNF217	0.0	0.24806558585114222
ATP7B	0.0	0.24806558585114222
ST8SIA3	0.0	0.24806558585114222
INS	0.0	0.24806558585114222
TMEM200A	0.96070920321949	0.6359923851633505
SLC25A20	6.9171062631803295	0.7398366494718742
RAG1	0.0	0.24806558585114222
OR13A1	0.0	0.24806558585114222
FAM126B	0.0	0.24806558585114222
PLEKHO2	86.94418289136391	0.897322525178089
ARL16	0.288212760965847	0.5768238761974944
ARFGAP1	0.096070920321949	0.5284021125030705
SH3BP4	0.288212760965847	0.5768238761974944
RNASET2	3.84283681287796	0.7099606976172931
USP19	38.5244390491016	0.8417157946450503
THRA	0.0	0.24806558585114222
DOCK10	0.0	0.24806558585114222
OVOL2	0.0	0.24806558585114222
FAXC	0.096070920321949	0.5284021125030705
STAC3	0.0	0.24806558585114222
DPYSL3	8.26209914768762	0.7500921149594694
RBX1	1018.15961357202	0.9909113239990175
ACACA	0.0	0.24806558585114222
PPP4R2	0.096070920321949	0.5284021125030705
KCNK9	0.0	0.24806558585114222
SMDT1	48.996169364194	0.857436747727831
FADS2	0.096070920321949	0.5284021125030705
ANTXRL	0.0	0.24806558585114222
HPX	0.0	0.24806558585114222
CHRM2	0.096070920321949	0.5284021125030705
MTERF2	44.9611907106721	0.8520940800786048
DAP	0.480354601609745	0.6029538197003194
TMEM129	0.0	0.24806558585114222
ARRDC1	0.096070920321949	0.5284021125030705
SHC4	0.0	0.24806558585114222
PRAME	0.288212760965847	0.5768238761974944
PIP5KL1	0.0	0.24806558585114222
TBC1D20	29.974127140448104	0.8251351019405552
ADCY5	0.0	0.24806558585114222
CCDC110	3.84283681287796	0.7099606976172931
CADM1	18.7338294627801	0.7959960697617293
GTF2A1L	0.0	0.24806558585114222
KARS1	0.288212760965847	0.5768238761974944
URM1	161.20700430023	0.9334622942765906
BMP6	0.0	0.24806558585114222
MMRN2	0.0	0.24806558585114222
AMN1	5.379971538029151	0.7271861950380741
PACSIN3	6.43675166157058	0.7358757062146892
IFNW1	0.0	0.24806558585114222
BOLA2B	0.0	0.24806558585114222
TMEM135	2.97819852998042	0.6967575534266764
ITGB5	1.7292765657950802	0.6692765905183001
UCHL1	10433.2058760433	0.9998771800540408
RUNDC1	7.589602705433969	0.7451486121346107
TPPP	0.0	0.24806558585114222
NAGLU	0.0	0.24806558585114222
ENDOU	0.0	0.24806558585114222
HPSE	0.096070920321949	0.5284021125030705
GPX3	17.5809784189167	0.7920044215180545
MCCC1	363.82057525922096	0.969786293294031
MCC	0.0	0.24806558585114222
DNAAF1	0.0	0.24806558585114222
SRPRA	0.0	0.24806558585114222
ANAPC7	333.22198713668	0.9666850896585606
HCN4	0.0	0.24806558585114222
SH2D3C	0.0	0.24806558585114222
BMT2	0.0	0.24806558585114222
DNAI1	0.288212760965847	0.5768238761974944
C9orf131	0.0	0.24806558585114222
SLX1B	0.0	0.24806558585114222
CLTCL1	0.096070920321949	0.5284021125030705
MED11	56.8739848305938	0.8677843281748956
ASPRV1	0.0	0.24806558585114222
STK31	0.0	0.24806558585114222
CRYZL1	0.288212760965847	0.5768238761974944
CPSF7	218.89759195356095	0.9493060673053304
PKDCC	0.096070920321949	0.5284021125030705
ADAD1	0.0	0.24806558585114222
ATP2A2	0.0	0.24806558585114222
SMIM28	0.0	0.24806558585114222
P2RY12	0.0	0.24806558585114222
PALB2	0.096070920321949	0.5284021125030705
CAPZA2	246.037626944511	0.9542495701301892
CSNK1A1L	0.0	0.24806558585114222
SRGN	0.0	0.24806558585114222
BPI	0.0	0.24806558585114222
