gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
GOLGA8S	chr15	23354748	23367231	23354747	23354797	+	0.0
PLEKHO2	chr15	64841883	64868002	64841888	64841938	+	125.90030733129998
SHC4	chr15	48823741	48963919	48877439	48877489	-	0.0
HCN4	chr15	73319859	73368958	73369214	73369264	-	0.0
IQCH	chr15	67254786	67502260	67357344	67357394	+	0.0
SH2D7	chr15	78077808	78104370	78092584	78092634	+	0.0
CILP	chr15	65194760	65211473	65211438	65211488	-	0.0
ST20	chr15	79898840	79923702	79907986	79908036	-	0.0
C15orf62	chr15	40769980	40772449	40770079	40770129	+	0.0
TRPM1	chr15	31152534	31312750	31068042	31068092	-	0.0
LINGO1	chr15	77613027	77820900	77786964	77787014	-	0.0
SEMA4B	chr15	90160604	90229679	90191921	90191971	+	0.0
TUBGCP5	chr15	23036897	23039673	23039522	23039572	-	81.21050358393009
DTWD1	chr15	49621037	49656232	49621036	49621086	+	47.0924813681961
BNC1	chr15	83255884	83284664	83284664	83284714	-	0.0
GANC	chr15	42273201	42353666	42344694	42344744	+	0.0
TM2D3	chr15	101621444	101652391	101651948	101651998	-	0.0
RPS17	chr15	82536750	82540459	82540425	82540459	-	147.043870394572
ATP8B4	chr15	49858238	50182817	49879538	49879588	-	0.0
ARIH1	chr15	72474330	72602987	72581471	72581521	+	0.0
ARID3B	chr15	74541206	74598131	74541205	74541255	+	32.484201433572004
BUB1B-PAK6	chr15	40218500	40264890	40218499	40218549	+	1.05717815316359
FAM174B	chr15	92617448	92809884	92809748	92809798	-	2.1143563063271698
PLIN1	chr15	89664367	89679427	89679377	89679427	-	0.0
LYSMD2	chr15	51723011	51751585	51751387	51751437	-	0.480535524165267
RPL4	chr15	66498015	66524532	66524482	66524532	-	0.0
MAPKBP1	chr15	41774434	41827855	41810760	41810810	+	0.0
MINAR1	chr15	79432336	79472304	79456095	79456145	+	0.0
NPTN	chr15	73560014	73634134	73633195	73633245	-	4.03649840298824
LMAN1L	chr15	74812716	74825757	74824187	74824237	+	0.0
ISL2	chr15	76336773	76342475	76336807	76336857	+	0.0
RTF1	chr15	41408408	41483563	41474586	41474636	+	4.90146234648572
CLPX	chr15	65148219	65185342	65184434	65184484	-	0.0
ADAM10	chr15	58588809	58749791	58749741	58749791	-	390.29095272703
ELL3	chr15	43772605	43777315	43776397	43776440	-	0.0
GOLGA8DP	chr15	23827481	23837765	23157365	23157415	+	0.0
FMN1	chr15	32765544	33194714	32901990	32902040	-	0.0
C15orf40	chr15	82988441	83011641	83008566	83008616	-	0.0
USP8	chr15	50424380	50514421	50424379	50424429	+	490.050127543739
RAD51	chr15	40694774	40732340	40695159	40695209	+	114.511615408583
CDIN1	chr15	36579626	36810248	36579641	36579691	+	31.907558804573696
SNAP23	chr15	42491233	42545356	42495633	42495683	+	848.529628571028
HOMER2	chr15	82836946	82986153	82986103	82986153	-	3.07542735465771
GOLGA6A	chr15	74069857	74082550	74082500	74082550	-	0.0
MRPL46	chr15	88459477	88467390	88467369	88467419	-	286.927761479081
GOLGA6L7	chr15	28841832	28848675	28848625	28848675	-	0.0
TRIP4	chr15	64387748	64455303	64444658	64444708	+	0.0
NIPA1	chr15	22773063	22829789	22786766	22786816	+	18.6447783376123
ZNF592	chr15	84748592	84806445	84803733	84803783	+	0.0
GCOM1	chr15	57591908	57714745	57592032	57592082	+	0.0
IMP3	chr15	75639085	75648706	75648656	75648706	-	0.0
SLC51B	chr15	65045387	65053397	65045369	65045419	+	0.0
SMAD3	chr15	67063763	67195173	67138234	67138284	+	0.0
CIAO2A	chr15	64072565	64093857	64093758	64093808	-	109.369885300015
CAPN3	chr15	42359498	42412949	42402417	42402467	+	0.0
MAN2C1	chr15	75355207	75368612	75356835	75356885	-	0.0
LRRK1	chr15	100919327	101078257	101064415	101064465	+	0.0
CLK3	chr15	74598500	74645414	74608371	74608421	+	0.0
PTPN9	chr15	75463251	75579315	75470859	75470909	-	0.0
SIN3A	chr15	75369379	75455842	75451654	75451704	-	56.2226563273362
LRRC28	chr15	99251362	99390729	99334082	99334129	+	0.480535524165267
PEX11A	chr15	89677764	89690783	89690732	89690782	-	0.0
EMC7	chr15	34084017	34101862	34101777	34101827	-	0.0
