gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
GOLGA8S	chr15	23354748	23367231	23354747	23354797	+	0.0
PLEKHO2	chr15	64841883	64868002	64841882	64841932	+	86.94418289136391
SHC4	chr15	48823741	48963919	48877439	48877489	-	0.0
HCN4	chr15	73319859	73368958	73369214	73369264	-	0.0
IQCH	chr15	67254786	67502260	67357344	67357394	+	0.0
SH2D7	chr15	78077808	78104370	78092584	78092634	+	0.0
CILP	chr15	65194760	65211473	65211438	65211488	-	0.0
ST20	chr15	79898840	79923702	79907986	79908036	-	0.0
C15orf62	chr15	40769980	40772449	40770079	40770129	+	0.0
TRPM1	chr15	31152534	31312750	31068042	31068092	-	0.0
LINGO1	chr15	77613027	77820900	77786964	77787014	-	0.0
SEMA4B	chr15	90160604	90229679	90191921	90191971	+	0.0
TUBGCP5	chr15	23036897	23039673	23039522	23039572	-	86.5598992100761
DTWD1	chr15	49621037	49656232	49621036	49621086	+	148.525642817733
BNC1	chr15	83255884	83284664	83284664	83284714	-	0.0
GANC	chr15	42273201	42353666	42344694	42344744	+	0.0
TM2D3	chr15	101621444	101652391	101651948	101651998	-	0.0
RPS17	chr15	82536750	82540459	82540425	82540459	-	348.881547149158
ATP8B4	chr15	49858238	50182817	49879538	49879588	-	0.0
ARIH1	chr15	72474330	72602987	72581471	72581521	+	0.0
ARID3B	chr15	74541206	74598131	74541205	74541255	+	38.5244390491016
BUB1B-PAK6	chr15	40218500	40264890	40218499	40218549	+	1.05678012354144
FAM174B	chr15	92617448	92809884	92809834	92809884	-	3.4585531315901603
PLIN1	chr15	89664367	89679427	89679377	89679427	-	0.0
LYSMD2	chr15	51723011	51751585	51751387	51751437	-	0.288212760965847
RPL4	chr15	66498015	66524532	66524482	66524532	-	0.0
MAPKBP1	chr15	41774434	41827855	41810760	41810810	+	0.0
MINAR1	chr15	79432336	79472304	79456095	79456145	+	0.0
NPTN	chr15	73560014	73634134	73633195	73633245	-	6.9171062631803295
LMAN1L	chr15	74812716	74825757	74824187	74824237	+	0.0
ISL2	chr15	76336773	76342475	76336807	76336857	+	0.0
RTF1	chr15	41408408	41483563	41474586	41474636	+	0.096070920321949
CLPX	chr15	65148219	65185342	65184434	65184484	-	0.0
ADAM10	chr15	58588809	58749791	58749741	58749791	-	841.581262020273
ELL3	chr15	43772605	43777315	43776397	43776440	-	0.0
GOLGA8DP	chr15	23827481	23837765	23157365	23157415	+	0.0
FMN1	chr15	32765544	33194714	32901990	32902040	-	0.0
C15orf40	chr15	82988441	83011641	83008566	83008616	-	0.0
USP8	chr15	50424380	50514421	50424379	50424429	+	669.518243723663
