gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
DIRAS2	chr9	90609832	90642862	90643054	90643104	-	0.0
TXN	chr9	110243810	110256507	110245066	110245116	-	0.0
CNTNAP3	chr9	39064710	39288315	39088423	39088473	-	0.0
MAMDC4	chr9	136850943	136860799	136852366	136852416	+	0.0
IFNA7	chr9	21201469	21202205	21202155	21202205	-	0.0
CYLC2	chr9	102995311	103018488	102995310	102995360	+	0.0
RBM18	chr9	122237622	122264840	122264789	122264839	-	31.2348090707423
DMAC1	chr9	7796500	7888380	7800098	7800148	-	0.0
PTCH1	chr9	95442980	95517057	95516608	95516658	-	0.0
ARRDC1	chr9	137605685	137615360	137614164	137614214	+	0.0
PIP5KL1	chr9	127920881	127930785	127927152	127927186	-	0.0
URM1	chr9	128371361	128392016	128371318	128371368	+	120.998844984814
IFNW1	chr9	21140632	21141832	21142095	21142145	-	0.0
SH2D3C	chr9	127738317	127778710	127762237	127762287	-	0.0
DNAI1	chr9	34457414	34520988	34458751	34458801	+	0.0
C9orf131	chr9	35041095	35045986	35041141	35041191	+	0.0
CCDC171	chr9	15553043	16061663	15777767	15777817	+	0.0
ALG2	chr9	99216425	99221942	99221906	99221956	-	85.1508948820852
C9orf43	chr9	113410054	113429690	113410053	113410103	+	0.0
ZNF510	chr9	96754553	96778129	96778079	96778129	-	29.697095393413505
IFNA6	chr9	21349835	21351378	21351328	21351378	-	0.0
IDNK	chr9	83623049	83644130	83623165	83623215	+	0.0
CTNNAL1	chr9	108942569	109013522	109013479	109013529	-	6.63139023348068
SNX30	chr9	112750760	112881671	112838584	112838634	+	0.0
PAPPA	chr9	116153791	116402321	116153803	116153853	+	0.0
GLT6D1	chr9	135623648	135639540	135639490	135639540	-	0.0
PRUNE2	chr9	76611376	76906114	76652499	76652549	-	0.0
SPATA31D4	chr9	81928428	81934998	81928513	81928563	+	0.0
AK1	chr9	127866486	127877675	127873494	127873544	-	0.0
UBAP1	chr9	34179005	34252523	34179004	34179054	+	161.700203881612
FOXE1	chr9	97853226	97856717	97853253	97853303	+	0.0
RCL1	chr9	4792944	4885917	4839768	4839818	+	0.0
ALDH1A1	chr9	72900671	73080442	73038672	73038722	-	0.0
PNPLA7	chr9	137459952	137550402	137464770	137464820	-	0.0
OMD	chr9	92412380	92424471	92424411	92424461	-	0.0
ENTPD8	chr9	137434364	137441816	137441766	137441816	-	0.0
FAM166B	chr9	35561831	35563899	35563849	35563899	-	0.480535524165267
