gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
ECH1	chr19	38815422	38831841	38816220	38816270	-	0.0
CAMSAP3	chr19	7595863	7618304	7595901	7595951	+	1.05678012354144
MISP	chr19	751112	764318	758062	758112	+	0.0
MCOLN1	chr19	7522624	7534009	7526239	7526289	+	0.0
CHERP	chr19	16517894	16542437	16542159	16542209	-	0.0
NDUFA3	chr19	54102728	54109257	54108703	54108726	+	0.0
TINCR	chr19	5558167	5578349	5567984	5568034	-	0.096070920321949
DPY19L3	chr19	32405543	32485895	32477482	32477532	+	0.0
MAN2B1	chr19	12646511	12666742	12666692	12666742	-	49.380453045481794
MAP3K10	chr19	40191426	40215575	40192244	40192294	+	0.0
RETN	chr19	7669049	7670455	7669043	7669093	+	0.0
HAUS8	chr19	17049729	17075625	17075575	17075625	-	0.672496442253643
KCNN4	chr19	43766533	43780976	43769107	43769157	-	0.0
ZNF225	chr19	44112181	44134822	44113416	44113466	+	16.7163401360191
ZNF91	chr19	23304991	23395471	23395421	23395471	-	81.8043886541396
FUT3	chr19	5842888	5851471	5850269	5850319	-	0.0
KIR2DS4	chr19	54832690	54848582	54832675	54832725	+	0.0
SIX5	chr19	45764785	45769252	45768577	45768627	-	0.0
SBK3	chr19	55540656	55545543	55545498	55545543	-	0.096070920321949
ZNF146	chr19	36214602	36238771	36215105	36215155	+	505.95750187554495
LIM2	chr19	51379909	51387974	51387918	51387955	-	0.0
CGB2	chr19	49031890	49033238	49031911	49031961	+	0.0
ZNF444	chr19	56132599	56160893	56141302	56141352	+	45.249403471638
MBD3L1	chr19	8832377	8843340	8832397	8832447	+	0.0
LHB	chr19	49015980	49017091	49017066	49017081	-	0.0
ANO8	chr19	17323223	17334855	17334779	17334829	-	41.3104957384381
BORCS8	chr19	19176903	19192591	19192539	19192589	-	0.672496442253643
HCN2	chr19	589881	617159	589892	589942	+	0.0
NUCB1	chr19	48900312	48923372	48900322	48900372	+	486.695282350994
ZNF567	chr19	36687612	36727701	36712439	36712489	+	0.0
ZNF420	chr19	37007857	37130368	37078432	37078482	+	50.7254459299891
MUC16	chr19	8848844	8981342	8891947	8891997	-	0.0
SLC27A1	chr19	17468769	17506168	17470488	17470538	+	15.3713472515118
TBC1D17	chr19	49877666	49888750	49878549	49878599	+	0.480354601609745
ZNF441	chr19	11767000	11784078	11766999	11767049	+	3.4585531315901603
PNKP	chr19	49859882	49878351	49867538	49867588	-	34.8737440768675
KLK6	chr19	50958631	50969673	50968146	50968196	-	0.0
CATSPERG	chr19	38335775	38370943	38335817	38335867	+	0.0
PRODH2	chr19	35799988	35813299	35813249	35813299	-	0.0
HIPK4	chr19	40379271	40390181	40390137	40390187	-	0.0
SIGLEC9	chr19	51124906	51136651	51124907	51124957	+	0.0
MKNK2	chr19	2037465	2051244	2051194	2051244	-	1.7292765657950802
TTYH1	chr19	54415219	54436904	54415839	54415889	+	0.0
TPM4	chr19	16067021	16103002	16076498	16076548	+	58.2670131752621
CHST8	chr19	33621953	33773509	33621970	33622020	+	0.096070920321949
FOSB	chr19	45467995	45475179	45469875	45469925	+	0.096070920321949
C19orf12	chr19	29698937	29715789	29708590	29708640	-	0.0
ZNF230	chr19	44002957	44013924	44002947	44002997	+	10.5678012354144
SYNGR4	chr19	48364367	48376377	48364394	48364444	+	0.0
ZNF763	chr19	11965037	11980617	11965036	11965086	+	4.32319141448771
CEACAM1	chr19	42507304	42561234	42528459	42528509	-	33.528751192360204
CCER2	chr19	38909016	38912194	38912108	38912158	-	0.0
ELL	chr19	18442663	18522116	18445349	18445399	-	0.0
CEACAM8	chr19	42580243	42595055	42595005	42595055	-	0.0
LILRA4	chr19	54333185	54339162	54339100	54339150	-	0.0
MRPS12	chr19	38930944	38933168	38930953	38931003	+	176.19406787045503
ZNF101	chr19	19668796	19683509	19676140	19676190	+	0.0
ZNF737	chr19	20535825	20565809	20565759	20565809	-	76.7606653372373
CYP4F11	chr19	15912367	15934867	15934360	15934410	-	0.0
ZNF574	chr19	42068477	42081552	42070365	42070415	+	0.0
OR10H5	chr19	15787661	15800357	15793950	15794000	+	0.0
ZNF724	chr19	23221599	23250394	23250340	23250390	-	98.47269332999778
NMRK2	chr19	3933069	3942416	3933102	3933152	+	0.288212760965847
RPS28	chr19	8321158	8323340	8321494	8321544	+	8.26209914768762
