gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
C11orf58	chr11	16613132	16758340	16738643	16738693	+	2239.10332840048
TMEM123	chr11	102396332	102470384	102452789	102452839	-	34.214129320567004
MMP1	chr11	102789401	102798160	102798110	102798160	-	0.0
POGLUT3	chr11	108472112	108498384	108486187	108486237	-	0.0
OR6M1	chr11	123805408	123806349	123806337	123806387	-	0.0
CABP4	chr11	67452406	67461752	67452418	67452468	+	0.0
TMEM41B	chr11	9280654	9314636	9314583	9314633	-	56.6070847466684
PDE2A	chr11	72576141	72674591	72674400	72674450	-	0.0
APBB1	chr11	6395125	6419414	6419061	6419111	-	0.480535524165267
LRP4	chr11	46856717	46918642	46889637	46889687	-	0.0
TUT1	chr11	62575045	62591637	62591587	62591637	-	0.480535524165267
BSX	chr11	122977570	122981834	122981670	122981720	-	0.0
OR5T1	chr11	56275639	56276619	56275638	56275688	+	0.0
ENDOD1	chr11	95089846	95132645	95089809	95089859	+	92.74335616389652
FLI1	chr11	128686535	128813267	128692981	128693031	+	0.0
INS	chr11	2159779	2161221	2161154	2161204	-	0.0
RAG1	chr11	36510709	36593156	36568024	36568074	+	0.0
FADS2	chr11	61792980	61867354	61827391	61827431	+	0.0
HPX	chr11	6431049	6442617	6441016	6441066	-	0.0
CADM1	chr11	115169218	115504957	115504365	115504415	-	0.0
PACSIN3	chr11	47177522	47186443	47185369	47185419	-	0.0
TMEM135	chr11	87037844	87328824	87037891	87037941	+	6.24696181414847
SRPRA	chr11	126262938	126269144	126269094	126269144	-	0.0
CPSF7	chr11	61402641	61430031	61429938	61429988	-	277.94174717719
OR5A2	chr11	59416969	59426413	59422926	59422976	-	0.0
IRF7	chr11	612553	615983	615678	615728	-	69.4854367942975
TMEM80	chr11	695591	705028	695590	695640	+	1.05717815316359
UNC93B1	chr11	67991100	68004982	68004073	68004123	-	20.7591346439395
TMEM126A	chr11	85647967	85656547	85647966	85648016	+	292.165598692482
CARS1	chr11	3000922	3057613	3040038	3040088	-	0.0
F2	chr11	46719196	46739506	46719195	46719245	+	0.0
TRIM77	chr11	89710299	89717872	89710298	89710348	+	0.0
DGKZ	chr11	46332905	46380554	46347587	46347637	+	0.0
DRAP1	chr11	65919274	65921563	65919256	65919306	+	4.51703392715351
PAK1	chr11	77322017	77474635	77356248	77356298	-	0.480535524165267
OR52N2	chr11	5808924	5821483	5820313	5820363	+	0.0
BATF2	chr11	64987945	64997018	64996968	64997018	-	0.480535524165267
CD59	chr11	33703010	33736479	33722677	33722727	-	0.480535524165267
OR8G5	chr11	124256376	124266224	124264826	124264876	+	0.0
CAPN1	chr11	65180566	65212006	65181193	65181243	+	1.63382078216191
GVQW3	chr11	76381303	76414619	76381312	76381362	+	8.16910391080953
WEE1	chr11	9573670	9593457	9577784	9577834	+	0.0
PELI3	chr11	66466327	66477337	66466923	66466973	+	0.480535524165267
C1QTNF5	chr11	119338942	119340940	119340833	119340883	-	0.0
OR2AG1	chr11	6783020	6791558	6785016	6785066	+	0.0
POLA2	chr11	65261920	65305589	65294177	65294227	+	1.05717815316359
IFITM3	chr11	319676	329475	327487	327537	-	0.0
FERMT3	chr11	64206678	64223891	64220436	64220486	+	1.05717815316359
UCP3	chr11	74000277	74009085	74009035	74009085	-	0.0
SNX19	chr11	130866250	130916479	130910321	130910371	-	0.0
RCE1	chr11	66842835	66846552	66843722	66843772	+	0.480535524165267
SCN3B	chr11	123629187	123655244	123641074	123641124	-	0.0
FJX1	chr11	35618460	35620865	35619687	35619737	+	0.480535524165267
NPAT	chr11	108157215	108222638	108170151	108170201	-	0.0
PRSS23	chr11	86791059	86952910	86800520	86800570	+	0.0
CTSC	chr11	88265069	88359684	88337690	88337740	-	2328.57904300005
CLDN25	chr11	113779747	113780500	113779746	113779796	+	0.0
OR5AK2	chr11	56988914	56989843	56988871	56988921	+	0.0
CARD18	chr11	105137714	105531697	105139719	105139726	-	0.0
UPK2	chr11	118925164	118958559	118956315	118956365	+	0.0
LDHC	chr11	18412318	18452063	18412330	18412380	+	0.0
CTR9	chr11	10751246	10801625	10750986	10751036	+	3.07542735465771
P2RY6	chr11	73264498	73305103	73264504	73264554	+	0.0
LMNTD2	chr11	554854	560793	556370	556420	-	0.0
NPAS4	chr11	66421004	66426707	66421003	66421053	+	0.0
LMO1	chr11	8224309	8268716	8268666	8268716	-	0.0
CTSF	chr11	66563464	66568879	66568546	66568596	-	4.51703392715351
DDX6	chr11	118747763	118791164	118791097	118791147	-	98.2214611393805
FADD	chr11	70203296	70207390	70203162	70203212	+	2.59489183049244
OAF	chr11	120211032	120230334	120211300	120211350	+	0.0
RPS3	chr11	75399515	75422280	75400691	75400741	+	30.177630917578696
NLRP6	chr11	278407	285388	278364	278414	+	0.0
CLNS1A	chr11	77514936	77637794	77637755	77637805	-	268.138822484219
OR51B4	chr11	5301014	5301946	5301946	5301996	-	0.0
TSPAN32	chr11	2301997	2318204	2302722	2302772	+	0.0
NCAPD3	chr11	134150113	134225504	134224495	134224545	-	3.5559628788229705
QSER1	chr11	32892811	32993316	32893259	32893309	+	0.0
TMEM218	chr11	125094389	125111763	125111582	125111632	-	209.46543498364
KCNE3	chr11	74454841	74467729	74467500	74467550	-	0.0
ANGPTL5	chr11	101890674	101916522	101916472	101916522	-	0.0
PRMT3	chr11	20387558	20509338	20387715	20387765	+	99.182532187711
SAA2	chr11	18239223	18248668	18248602	18248639	-	0.0
