fold	val_chr	overall_spearman	chr	mean_spearman
1	chr2,chr7,chr12,chr17,chr22	0.7625369454057654	chr10	0.749466102716524
1	chr2,chr7,chr12,chr17,chr22	0.7625369454057654	chr11	0.7736056450148435
1	chr2,chr7,chr12,chr17,chr22	0.7625369454057654	chr12	0.7783469747946484
1	chr2,chr7,chr12,chr17,chr22	0.7625369454057654	chr13	0.6966354456719734
1	chr2,chr7,chr12,chr17,chr22	0.7625369454057654	chr14	0.7341732022224535
1	chr2,chr7,chr12,chr17,chr22	0.7625369454057654	chr15	0.7556402847231286
1	chr2,chr7,chr12,chr17,chr22	0.7625369454057654	chr16	0.7326814479942201
1	chr2,chr7,chr12,chr17,chr22	0.7625369454057654	chr17	0.7557556460431305
1	chr2,chr7,chr12,chr17,chr22	0.7625369454057654	chr18	0.7666353692007206
1	chr2,chr7,chr12,chr17,chr22	0.7625369454057654	chr19	0.7195509012967033
1	chr2,chr7,chr12,chr17,chr22	0.7625369454057654	chr2	0.75101306496633
1	chr2,chr7,chr12,chr17,chr22	0.7625369454057654	chr20	0.7373797501846759
1	chr2,chr7,chr12,chr17,chr22	0.7625369454057654	chr21	0.7306578705896511
1	chr2,chr7,chr12,chr17,chr22	0.7625369454057654	chr22	0.7411167073049041
1	chr2,chr7,chr12,chr17,chr22	0.7625369454057654	chr3	0.766375019467605
1	chr2,chr7,chr12,chr17,chr22	0.7625369454057654	chr4	0.7499061173238966
1	chr2,chr7,chr12,chr17,chr22	0.7625369454057654	chr5	0.774872200043291
1	chr2,chr7,chr12,chr17,chr22	0.7625369454057654	chr6	0.7342709185809181
1	chr2,chr7,chr12,chr17,chr22	0.7625369454057654	chr7	0.7760426579135743
1	chr2,chr7,chr12,chr17,chr22	0.7625369454057654	chr8	0.7615791618486589
1	chr2,chr7,chr12,chr17,chr22	0.7625369454057654	chr9	0.732847482537061
2	chr3,chr8,chr13,chr18	0.7581172070169688	chr10	0.749466102716524
2	chr3,chr8,chr13,chr18	0.7581172070169688	chr11	0.7736056450148435
2	chr3,chr8,chr13,chr18	0.7581172070169688	chr12	0.7783469747946484
2	chr3,chr8,chr13,chr18	0.7581172070169688	chr13	0.6966354456719734
2	chr3,chr8,chr13,chr18	0.7581172070169688	chr14	0.7341732022224535
2	chr3,chr8,chr13,chr18	0.7581172070169688	chr15	0.7556402847231286
2	chr3,chr8,chr13,chr18	0.7581172070169688	chr16	0.7326814479942201
2	chr3,chr8,chr13,chr18	0.7581172070169688	chr17	0.7557556460431305
2	chr3,chr8,chr13,chr18	0.7581172070169688	chr18	0.7666353692007206
2	chr3,chr8,chr13,chr18	0.7581172070169688	chr19	0.7195509012967033
2	chr3,chr8,chr13,chr18	0.7581172070169688	chr2	0.75101306496633
2	chr3,chr8,chr13,chr18	0.7581172070169688	chr20	0.7373797501846759
2	chr3,chr8,chr13,chr18	0.7581172070169688	chr21	0.7306578705896511
