gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
NHLRC3	chr13	39038306	39050109	39038310	39038360	+	9.80292469297144
GJB6	chr13	20221962	20232365	20232345	20232395	-	0.0
ATP7B	chr13	51930436	52012125	52011444	52011494	-	0.0
CSNK1A1L	chr13	37103259	37105664	37105614	37105664	-	0.0
TEX26	chr13	30932656	30975500	30932702	30932752	+	0.0
HTR2A	chr13	46831546	46897076	46895763	46895813	-	0.0
EXOSC8	chr13	36998816	37025881	37000782	37000822	+	62.3735110366516
DCUN1D2	chr13	113455819	113490951	113483946	113483996	-	0.480535524165267
NEK5	chr13	52033611	52129092	52127432	52127482	-	0.0
UBL3	chr13	29764371	29850617	29850634	29850684	-	9.03406785430701
GTF3A	chr13	27424619	27435823	27424637	27424687	+	87.88994736982728
OBI1	chr13	78614289	78659155	78659129	78659179	-	100.095549683625
SLC25A30	chr13	45393316	45418455	45402307	45402357	-	0.480535524165267
MICU2	chr13	21492691	21604181	21604131	21604181	-	15.0888154587894
OXGR1	chr13	96985713	96994730	96994300	96994350	-	0.0
DHRS12	chr13	51767993	51804163	51804107	51804157	-	1.63382078216191
SPATA13	chr13	23979805	24307074	24251717	24251767	+	0.0
SGCG	chr13	23180979	23325162	23180951	23181001	+	0.0
SMIM2	chr13	44143150	44161257	44161207	44161257	-	0.0
GAS6	chr13	113820549	113864076	113864017	113864067	-	0.0
GRTP1	chr13	113324163	113364148	113364098	113364148	-	0.0
BORA	chr13	72727749	72756198	72727903	72727953	+	237.096227623143
ATP12A	chr13	24680408	24712472	24680410	24680460	+	0.0
MEDAG	chr13	30906271	30925572	30906705	30906755	+	0.0
CCDC169-SOHLH2	chr13	36168794	36297842	36297792	36297842	-	0.0
LPAR6	chr13	48389567	48444704	48444617	48444667	-	0.0
TGDS	chr13	94574054	94596242	94596192	94596242	-	18.6447783376123
CLDN10	chr13	95433604	95579759	95552724	95552774	+	0.0
RB1	chr13	48303744	48599436	48476446	48476496	+	1.05717815316359
MED4	chr13	48053323	48095131	48079925	48079975	-	2.59489183049244
FNDC3A	chr13	48975912	49209779	48976608	48976658	+	8.553532330141751
FBXL3	chr13	76992598	77027195	77018694	77018744	-	0.480535524165267
TRPC4	chr13	37632063	37869802	37869752	37869802	-	0.0
FRY	chr13	31846713	32299125	32262388	32262438	+	0.0
URAD	chr13	27977717	27988693	27988604	27988654	-	0.0
SUPT20H	chr13	37009312	37059713	37028258	37028308	-	0.0
VWA8	chr13	41566835	41961120	41868353	41868403	-	1.05717815316359
SPACA7	chr13	112360163	112418533	112376354	112376404	+	0.0
POGLUT2	chr13	102784281	102798976	102798957	102799007	-	36.5206998365603
SLITRK6	chr13	85792790	85806683	85799438	85799488	-	0.0
SLITRK5	chr13	87671371	87696272	87672614	87672664	+	0.0
KCTD12	chr13	76880175	76886405	76886340	76886390	-	0.0
SLC25A15	chr13	40789412	40812460	40793157	40793207	+	0.0
UBAC2	chr13	99200774	99386504	99200886	99200936	+	20.1824920149412
FREM2	chr13	38687077	38887131	38687128	38687178	+	0.0
IL17D	chr13	20702127	20723098	20704078	20704128	+	0.0
GPC5	chr13	91398621	92873682	92866281	92866331	+	0.0
FAM124A	chr13	51222334	51284239	51222333	51222383	+	0.0
BIVM	chr13	102799119	102841533	102800400	102800450	+	1.63382078216191
PCDH8	chr13	52842889	52848641	52848591	52848641	-	0.0
SPRY2	chr13	80335976	80341126	80339609	80339659	-	3.07542735465771
TMTC4	chr13	100603625	100675093	100674829	100674879	-	3.5559628788229705
SERPINE3	chr13	51335773	51364735	51341088	51341138	+	0.0
RCBTB2	chr13	48488963	48533256	48533130	48533180	-	0.480535524165267
SCEL	chr13	77535674	77645263	77535723	77535773	+	6.24696181414847
ESD	chr13	46771256	46797420	46797182	46797232	-	1.05717815316359
PROSER1	chr13	39009865	39038089	39012425	39012475	-	0.0
TM9SF2	chr13	99446311	99564048	99501416	99501466	+	132.051162040615
GPALPP1	chr13	44989529	45037669	45031203	45031253	+	0.0
RBM26	chr13	79311824	79406477	79406171	79406221	-	9.41849627363922
GGACT	chr13	100530164	100589528	100583947	100583997	-	0.0
BRCA2	chr13	32315086	32400268	32315473	32315523	+	34.8868790543983
CDK8	chr13	26254104	26405238	26254103	26254153	+	10.1873531123037
CCNA1	chr13	36431520	36442870	36432522	36432572	+	0.0
ALG5	chr13	36949738	37000763	36999317	36999367	-	26.5255609339227
DIS3	chr13	72752169	72782096	72782044	72782094	-	4.90146234648572
PDX1	chr13	27920000	27926313	27920019	27920069	+	0.0
SOHLH2	chr13	36168217	36214588	36214538	36214588	-	6.24696181414847
RNASEH2B	chr13	50909747	51024120	50909801	50909851	+	3.07542735465771
GJA3	chr13	20138255	20161052	20160999	20161049	-	0.480535524165267
AKAP11	chr13	42272152	42323261	42272152	42272202	+	24.411204627595502
ACOD1	chr13	76948511	76958638	76948496	76948546	+	0.0
DCLK1	chr13	35768652	36131382	35808287	35808337	-	0.0
FLT1	chr13	28300346	28495145	28322583	28322633	-	0.0
LACC1	chr13	43879284	43893932	43879557	43879607	+	0.0
ITGBL1	chr13	101452593	101720856	101452666	101452716	+	0.0
LRCH1	chr13	46553168	46753040	46553169	46553219	+	33.8297009012348
SLC10A2	chr13	103043998	103066417	103066796	103066846	-	0.0
RNF17	chr13	24764169	24879921	24843878	24843928	+	0.0
FLT3	chr13	28003274	28100592	28100542	28100592	-	0.0
EEF1AKMT1	chr13	20728731	20773961	20773920	20773958	-	59.2019765771608
CAB39L	chr13	49308650	49444064	49351077	49351127	-	0.0
PCDH9	chr13	66302834	67230445	66306259	66306309	-	0.0
OLFM4	chr13	53028813	53052057	53028758	53028808	+	0.0
NAXD	chr13	110615545	110639996	110615590	110615640	+	4.51703392715351
RNF6	chr13	26132115	26222314	26222211	26222261	-	2.59489183049244
SLC15A1	chr13	98683801	98752672	98726517	98726567	-	0.0
PCID2	chr13	113177536	113208715	113208665	113208715	-	306.86998573193904
MCF2L	chr13	112894378	113099742	113090968	113091018	+	0.0
DACH1	chr13	71437966	71867204	71867142	71867192	-	0.0
ERCC5	chr13	102845831	102875995	102846048	102846098	+	211.82005905204892
PRR20B	chr13	57147488	57150509	57147487	57147537	+	0.0
ELF1	chr13	40931924	41061440	40982175	40982225	-	2.59489183049244
MAB21L1	chr13	35473789	35476689	35477159	35477209	-	0.0
EPSTI1	chr13	42886388	42992271	42991207	42991257	-	0.480535524165267
PHF11	chr13	49495610	49528981	49496354	49496404	+	0.0
UFM1	chr13	38349849	38363619	38349848	38349898	+	3750.09923058574
RFXAP	chr13	36819222	36829104	36825425	36825475	+	0.0
DNAJC15	chr13	43023203	43114213	43023202	43023252	+	0.0
KBTBD7	chr13	41189834	41194569	41194516	41194566	-	8.16910391080953
GPR12	chr13	26755200	26760786	26760240	26760290	-	0.0
GPR180	chr13	94601857	94634661	94601902	94601952	+	6.63139023348068
HMGB1	chr13	30456704	30617597	30464260	30464310	-	18.3564570231132
MYCBP2	chr13	77042474	77327094	77327000	77327050	-	4.90146234648572
CUL4A	chr13	113208193	113267108	113208771	113208821	+	0.0
CCDC168	chr13	102729367	102759072	102759020	102759070	-	0.0
F7	chr13	113105788	113120685	113105806	113105856	+	0.0
LAMP1	chr13	113297239	113323672	113321766	113321816	+	0.0
ARGLU1	chr13	106541673	106568137	106567573	106567623	-	25.18006146626
DAOA	chr13	105465867	105491034	105466044	105466060	+	0.0
ZDHHC20	chr13	21372571	21459370	21459320	21459370	-	89.6679288092387
LIG4	chr13	108207439	108218368	108215485	108215535	-	23.1618122647658
SUGT1	chr13	52652709	52700909	52652838	52652888	+	1504.36451195178
GTF2F2	chr13	45120510	45284893	45206354	45206404	+	0.0
TUBA3C	chr13	19173772	19181824	19181802	19181852	-	9.41849627363922
ATP11A	chr13	112690038	112887168	112842308	112842358	+	1.63382078216191
DOCK9	chr13	98793429	99086625	98850046	98850080	-	0.0
ZIC5	chr13	99962964	99971767	99971859	99971909	-	0.0
MRPL57	chr13	21176658	21179084	21176644	21176694	+	45.7469819005334
UPF3A	chr13	114281601	114305817	114285974	114286024	+	0.480535524165267
CKAP2	chr13	52455429	52476628	52455971	52456021	+	5.38199787065099
TMCO3	chr13	113491021	113554590	113490994	113491044	+	9.41849627363922
METTL21C	chr13	102685747	102695044	102694454	102694504	-	0.0
PSPC1	chr13	19674752	19783019	19782969	19783019	-	8.16910391080953
STK24	chr13	98445185	98577940	98577101	98577151	-	8.553532330141751
TFDP1	chr13	113584721	113641473	113585272	113585322	+	0.0
PRR20A	chr13	57140918	57143939	57140917	57140967	+	0.0
PABPC3	chr13	25096136	25099254	25095867	25095917	+	0.0
SETDB2	chr13	49444274	49495003	49444373	49444423	+	15.0888154587894
FAM216B	chr13	42781550	42791549	42781549	42781599	+	0.0
PIBF1	chr13	72782133	73016461	72884443	72884493	+	0.0
GJB2	chr13	20187463	20192938	20189730	20189780	-	0.0
EBPL	chr13	49660674	49691486	49691425	49691475	-	131.71478717370002
THSD1	chr13	52377167	52416373	52406444	52406494	-	0.0
KPNA3	chr13	49699320	49792682	49705702	49705752	-	0.0
PROZ	chr13	113158648	113172386	113164518	113164568	+	0.0
CLN5	chr13	76990660	77019143	76992083	76992133	+	9.80292469297144
RASA3	chr13	113977784	114128689	114036143	114036193	-	0.0
ZMYM5	chr13	19823482	19863649	19863474	19863524	-	18.068135708614
SLAIN1	chr13	77697687	77764242	77741537	77741587	+	0.0
MLNR	chr13	49220338	49222377	49220337	49220387	+	0.0
PRR20C	chr13	57140918	57157082	57140917	57140967	+	0.0
LMO7	chr13	75620434	75859870	75833084	75833134	+	0.480535524165267
SOX1	chr13	112067149	112071706	112067646	112067696	+	0.0
LHFPL6	chr13	39209116	39603528	39603478	39603528	-	1.63382078216191
ZAR1L	chr13	32303699	32315363	32315314	32315344	-	0.0
ADPRHL1	chr13	113399611	113453488	113453474	113453524	-	0.0
MIPEP	chr13	23730189	23889400	23760532	23760573	-	0.0
TUBGCP3	chr13	112485011	112588205	112548122	112548172	-	0.480535524165267
RNF113B	chr13	98175785	98177269	98177215	98177265	-	0.0
RAP2A	chr13	97434169	97469128	97434470	97434520	+	0.480535524165267
SLITRK1	chr13	83877205	83882474	83882343	83882393	-	0.0
MBNL2	chr13	97221434	97394120	97221433	97221483	+	0.0
POMP	chr13	28659104	28678959	28659103	28659153	+	728.395747529711
IPO5	chr13	97953658	98024296	97969780	97969830	+	0.0
C1QTNF9	chr13	24307166	24322535	24307165	24307215	+	0.0
